ts,src_ip,dst_ip,pck_len,user,num_attack,ip_diff,range_ip,ip_medium,ip_std,pck_medium,pck_std
1615346785.318418,276,5260,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346785.402062,276,5276,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346785.709637,276,5192,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346785.987552,276,5158,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.1474214,276,5243,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.197508,276,5224,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.285415,276,5170,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.441024,276,5297,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.475116,276,5168,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.5699198,276,5105,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.639926,276,5311,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346786.808136,276,5250,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346787.0471141,276,5342,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346787.375782,276,5227,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346787.458622,276,5103,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346787.844281,276,5161,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346787.866369,276,5216,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346788.179287,276,5274,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346788.298408,276,5120,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346788.444658,276,5315,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346788.451499,276,5244,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346788.562501,276,5241,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346788.7426732,276,5323,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346789.036608,276,5151,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346789.097275,276,5145,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346789.15722,276,5107,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346789.36969,276,5194,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346790.110449,276,5234,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346790.315522,276,5148,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346790.855602,276,5255,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346790.935852,276,5329,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346790.9784849,276,5272,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346791.4780061,276,5263,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346791.500296,276,5349,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
1615346791.564485,276,5156,60,153,331,253,252,5225.770392749245,72.85922671819017,60.0,0.0
