ts,src_ip,src_port,dst_ip,dst_port,proto,pck_len,tcp_flags,mirai
1615344501.955524,2010,5125,5308,25060,17,443,-,-
1615344501.955565,2010,5125,5308,25061,17,443,-,-
1615344501.955786,2010,5125,5309,25061,17,442,-,-
1615344501.955830,2010,5125,5309,25060,17,442,-,-
1615344501.955830,2010,5125,5310,25060,17,443,-,-
1615344501.955998,2010,5125,5310,25061,17,443,-,-
1615344501.956064,2010,5125,5311,25061,17,444,-,-
1615344501.956064,2010,5125,5311,25060,17,439,-,-
1615344501.956265,2010,5125,5312,25060,17,442,-,-
1615344501.956333,2010,5125,5312,25061,17,443,-,-
1615344501.956419,2010,5125,5313,25060,17,442,-,-
1615344501.956462,2010,5125,5313,25061,17,441,-,-
1615344501.956615,2010,5125,5314,25060,17,442,-,-
1615344501.956615,2010,5125,5314,25061,17,443,-,-
1615344501.956832,2010,5125,5315,25060,17,443,-,-
1615344501.965586,4457,52952,5280,161,17,85,-,-
1615344501.968190,639,47159,5350,6661,6,60,2,0
1615344502.002401,426,47394,5154,1585,6,60,2,0
1615344502.016377,3482,44146,5156,7071,6,60,2,0
1615344502.062132,2032,43492,5316,3353,6,60,2,0
1615344502.064831,2010,5125,5315,25061,17,443,-,-
1615344502.065077,2010,5125,5316,25061,17,443,-,-
1615344502.065077,2010,5125,5316,25060,17,443,-,-
1615344502.065152,2010,5125,5317,25060,17,440,-,-
1615344502.065207,2010,5125,5317,25061,17,442,-,-
1615344502.065404,2010,5125,5318,25061,17,443,-,-
1615344502.065404,2010,5125,5318,25060,17,443,-,-
1615344502.065514,2010,5125,5319,25060,17,442,-,-
1615344502.065585,2010,5125,5319,25061,17,443,-,-
1615344502.065713,2010,5125,5320,25060,17,443,-,-
1615344502.065832,2010,5125,5321,25060,17,443,-,-
1615344502.065879,2010,5125,5320,25061,17,441,-,-
1615344502.066035,2010,5125,5322,25060,17,443,-,-
1615344502.066035,2010,5125,5321,25061,17,443,-,-
1615344502.066229,2010,5125,5322,25061,17,441,-,-
1615344502.066306,2010,5125,5323,25060,17,444,-,-
1615344502.066396,2010,5125,5323,25061,17,442,-,-
1615344502.066403,2010,5125,5324,25060,17,440,-,-
1615344502.066561,2010,5125,5324,25061,17,444,-,-
1615344502.066669,2010,5125,5325,25060,17,442,-,-
1615344502.066669,2010,5125,5325,25061,17,443,-,-
1615344502.066817,2010,5125,5326,25060,17,443,-,-
1615344502.066842,2010,5125,5326,25061,17,442,-,-
1615344502.066915,2010,5125,5327,25060,17,442,-,-
1615344502.067000,2010,5125,5327,25061,17,443,-,-
1615344502.067103,2010,5125,5328,25060,17,443,-,-
1615344502.067182,2010,5125,5328,25061,17,441,-,-
1615344502.067295,2010,5125,5329,25060,17,441,-,-
1615344502.067362,2010,5125,5329,25061,17,443,-,-
1615344502.067449,2010,5125,5330,25060,17,444,-,-
1615344502.067532,2010,5125,5330,25061,17,443,-,-
1615344502.067732,2010,5125,5331,25060,17,441,-,-
1615344502.067811,2010,5125,5331,25061,17,439,-,-
1615344502.067889,2010,5125,5332,25060,17,442,-,-
1615344502.067889,2010,5125,5332,25061,17,442,-,-
1615344502.067958,2010,5125,5333,25060,17,438,-,-
1615344502.068158,2010,5125,5333,25061,17,443,-,-
1615344502.068254,2010,5125,5334,25060,17,443,-,-
1615344502.068254,2010,5125,5334,25061,17,443,-,-
1615344502.068314,2010,5125,5335,25060,17,441,-,-
1615344502.068534,2010,5125,5335,25061,17,443,-,-
1615344502.068590,2010,5125,5336,25060,17,443,-,-
1615344502.068591,2010,5125,5336,25061,17,442,-,-
1615344502.068790,2010,5125,5337,25060,17,443,-,-
1615344502.116033,642,45199,5260,6380,6,60,2,0
1615344502.139714,3335,56399,5190,8583,6,60,2,0
1615344502.154937,2210,27894,5139,445,6,66,2,0
1615344502.158318,4457,33090,5224,161,17,85,-,-
1615344502.164732,1490,46887,5153,6600,6,60,2,0
1615344502.176876,2010,5125,5337,25061,17,443,-,-
1615344502.177098,2010,5125,5338,25060,17,443,-,-
1615344502.177213,2010,5125,5338,25061,17,441,-,-
1615344502.177253,2010,5125,5339,25060,17,442,-,-
1615344502.177356,2010,5125,5339,25061,17,443,-,-
1615344502.177501,2010,5125,5340,25060,17,441,-,-
1615344502.177524,2010,5125,5340,25061,17,443,-,-
1615344502.177607,2010,5125,5341,25060,17,440,-,-
1615344502.177629,2010,5125,5341,25061,17,442,-,-
1615344502.177776,2010,5125,5342,25060,17,441,-,-
1615344502.177892,2010,5125,5343,25060,17,441,-,-
1615344502.177901,2010,5125,5342,25061,17,442,-,-
1615344502.178076,2010,5125,5344,25060,17,443,-,-
1615344502.178082,2010,5125,5343,25061,17,443,-,-
1615344502.178244,2010,5125,5345,25060,17,443,-,-
1615344502.178251,2010,5125,5344,25061,17,444,-,-
1615344502.178417,2010,5125,5345,25061,17,443,-,-
1615344502.178526,2010,5125,5346,25060,17,441,-,-
1615344502.178591,2010,5125,5346,25061,17,442,-,-
1615344502.178598,2010,5125,5347,25060,17,443,-,-
1615344502.178812,2010,5125,5348,25060,17,441,-,-
1615344502.178827,2010,5125,5347,25061,17,443,-,-
1615344502.178932,2010,5125,5349,25060,17,442,-,-
1615344502.178953,2010,5125,5348,25061,17,443,-,-
1615344502.179147,2010,5125,5349,25061,17,444,-,-
1615344502.179249,2010,5125,5350,25061,17,443,-,-
1615344502.179249,2010,5125,5350,25060,17,441,-,-
1615344502.297740,614,51573,5294,45008,6,60,2,0
1615344502.318217,4755,41301,5174,1723,6,74,2,0
1615344502.521576,4755,34597,5345,1723,6,74,2,0
1615344502.543811,1805,53430,5118,3399,6,60,2,0
1615344502.571754,2408,63079,5184,445,6,66,2,0
1615344502.578152,4160,60303,5218,3389,6,60,2,0
1615344502.585097,3178,48547,5284,137,17,92,-,-
1615344502.587524,3588,54962,5111,5060,6,74,2,0
1615344502.617094,105,44492,5119,2375,6,60,2,0
1615344502.688105,3486,31359,5241,28818,6,60,2,0
1615344502.748864,614,51573,5133,45838,6,60,2,0
1615344502.826195,2780,56448,5249,445,6,66,2,0
1615344502.854985,3121,53193,5267,53,17,71,-,-
1615344502.973112,614,51573,5285,45008,6,60,2,0
1615344503.030854,426,47394,5278,768,6,60,2,0
1615344503.083396,426,47394,5216,1048,6,60,2,0
1615344503.099094,614,51573,5255,55895,6,60,2,0
1615344503.100992,614,51573,5251,55895,6,60,2,0
1615344503.194266,614,51573,5314,45318,6,60,2,0
1615344503.205756,614,51573,5184,45237,6,60,2,0
1615344503.210523,614,51573,5151,45243,6,60,2,0
1615344503.212557,105,44492,5137,2375,6,60,2,0
1615344503.262808,839,35434,5281,80,6,60,2,0
1615344503.272827,614,51573,5345,55713,6,60,2,0
1615344503.342844,3000,39489,5338,4664,6,60,2,0
1615344503.451112,839,38687,5304,80,6,60,2,0
1615344503.486064,1157,39879,5232,23,6,60,2,0
1615344503.487134,2297,40674,5115,445,6,60,2,0
1615344503.528682,4755,39461,5103,1723,6,74,2,0
1615344503.529665,4755,34597,5345,1723,6,74,2,0
1615344503.614088,426,47394,5189,1079,6,60,2,0
1615344503.626248,1836,431,5247,23,6,60,2,0
1615344503.654330,614,51573,5164,45509,6,60,2,0
1615344503.721404,3558,38405,5335,18458,6,60,2,0
1615344503.727265,705,45074,5216,5557,6,60,2,0
1615344503.727372,705,45074,5237,5557,6,60,2,0
1615344503.752044,614,51573,5271,55895,6,60,2,0
1615344503.837267,614,51573,5135,45243,6,60,2,0
1615344503.850183,1408,2882,5299,10015,6,60,2,0
1615344503.903971,2097,59209,5116,32497,6,60,2,0
1615344503.933221,614,51573,5227,55713,6,60,2,0
1615344503.951659,4503,58944,5329,389,17,95,-,-
1615344504.103455,4755,35471,5153,1723,6,74,2,0
1615344504.106172,426,47394,5296,2462,6,60,2,0
1615344504.113721,1826,50481,5141,10015,6,60,2,0
1615344504.184347,830,35921,5122,23,6,60,2,1
1615344504.301262,3334,7125,5199,9124,6,60,2,0
1615344504.418352,2410,40632,5179,445,6,66,2,0
1615344504.454618,1752,52970,5282,1000,6,60,2,0
1615344504.474399,614,51573,5320,45237,6,60,2,0
1615344504.580731,614,51573,5316,55713,6,60,2,0
1615344504.581167,426,47394,5325,91,6,60,2,0
1615344504.582987,614,51573,5260,55713,6,60,2,0
1615344504.619561,4755,46795,5321,1723,6,74,2,0
1615344504.635384,1490,46887,5155,6600,6,60,2,0
1615344504.677967,636,44151,5204,7077,6,60,2,0
1615344504.742735,426,47394,5195,1042,6,60,2,0
1615344504.744209,3369,7958,5230,24514,6,60,2,0
1615344504.758766,4503,41369,5217,389,17,95,-,-
1615344504.775957,105,44492,5219,2375,6,60,2,0
1615344504.780888,426,47394,5159,199,6,60,2,0
1615344504.813509,3405,58763,5211,1201,6,60,2,0
1615344504.813509,3405,58764,5211,1201,6,60,2,0
1615344504.813519,3405,58765,5211,1201,6,60,2,0
1615344504.813527,3405,58767,5211,1201,6,60,2,0
1615344504.813587,3405,58766,5211,1201,6,60,2,0
1615344504.834971,4457,50025,5238,161,17,85,-,-
1615344504.879087,4457,33131,5125,161,17,85,-,-
1615344504.949669,4137,63412,5253,8090,6,60,2,0
1615344505.074818,614,51573,5286,55895,6,60,2,0
1615344505.110036,839,58157,5244,80,6,60,2,0
1615344505.141847,4755,35471,5153,1723,6,74,2,0
1615344505.194478,3536,49527,5331,5908,6,60,2,0
1615344505.205592,614,51573,5225,55713,6,60,2,0
1615344505.208132,614,51573,5213,55713,6,60,2,0
1615344505.222438,4681,45792,5122,5555,6,60,2,0
1615344505.408276,3350,14992,5127,9981,6,60,2,0
1615344505.434431,2214,4580,5276,26,6,60,2,0
1615344505.526050,614,51573,5237,45008,6,60,2,0
1615344505.544974,105,44492,5252,2375,6,60,2,0
1615344505.545949,4755,34597,5345,1723,6,74,2,0
1615344505.571783,2408,63079,5184,445,6,66,2,0
1615344505.635820,4844,41601,5264,9530,6,60,2,1
1615344505.692826,2032,43492,5333,3353,6,60,2,0
1615344505.821836,426,47394,5298,1730,6,60,2,0
1615344505.824637,636,44151,5277,7077,6,60,2,0
1615344505.873001,3591,50656,5212,8888,6,60,2,0
1615344506.022589,426,47394,5343,73,6,60,2,0
1615344506.059946,4159,44674,5215,1780,6,60,2,0
1615344506.074866,426,47394,5186,1553,6,60,2,0
1615344506.099523,2112,51554,5191,14687,6,60,2,0
1615344506.131140,426,47394,5257,2223,6,60,2,0
1615344506.161028,4755,45439,5112,1723,6,74,2,0
1615344506.245254,612,42304,5267,21,6,60,2,0
1615344506.266187,105,44492,5190,2375,6,60,2,0
1615344506.320057,4457,58530,5200,161,17,85,-,-
1615344506.325553,4457,59695,5175,161,17,85,-,-
1615344506.438239,3178,55689,5240,137,17,92,-,-
1615344506.690842,1667,45391,5320,53,17,70,-,-
1615344506.754075,2000,39711,5217,23,6,60,2,0
1615344506.779723,2804,51577,5254,8080,6,60,2,0
1615344506.856177,4457,45507,5169,161,17,85,-,-
1615344506.895106,636,44151,5274,7077,6,60,2,0
1615344506.897895,636,44151,5346,7077,6,60,2,0
1615344506.925044,4755,40393,5231,1723,6,74,2,0
1615344506.930862,4755,45029,5296,1723,6,74,2,0
1615344506.943084,614,51573,5262,55744,6,60,2,0
1615344506.962256,2097,59209,5236,32497,6,60,2,0
1615344506.965473,2097,59209,5203,32497,6,60,2,0
1615344507.066391,614,51573,5123,45318,6,60,2,0
1615344507.067921,614,51573,5272,45318,6,60,2,0
1615344507.083870,614,51573,5104,45243,6,60,2,0
1615344507.137305,3588,47948,5111,5060,6,74,2,0
1615344507.144579,4755,35471,5153,1723,6,74,2,0
1615344507.222400,426,47394,5148,2065,6,60,2,0
1615344507.236311,3482,45449,5318,9389,6,60,2,0
1615344507.301957,3454,1802,5293,16992,6,60,2,0
1615344507.424700,105,44492,5159,2375,6,60,2,0
1615344507.509621,2619,41530,5194,8080,6,74,2,0
1615344507.577141,4544,17340,5193,80,6,60,2,0
1615344507.632844,614,51573,5248,55895,6,60,2,0
1615344507.636290,601,42719,5132,21,6,60,2,0
1615344507.698291,614,51573,5214,45318,6,60,2,0
1615344507.791753,3654,49067,5318,443,6,60,2,0
1615344507.838644,3178,60541,5219,137,17,92,-,-
1615344507.840155,426,47394,5318,830,6,60,2,0
1615344507.873728,3989,10132,5128,7001,6,60,2,0
1615344507.878674,3209,52244,5199,444,6,60,2,0
1615344507.882405,1490,46887,5154,6600,6,60,2,0
1615344507.882986,1490,46887,5166,6600,6,60,2,0
1615344507.926842,3922,52739,5325,445,6,66,2,0
1615344508.033758,3341,15480,5146,8114,6,60,2,0
1615344508.113809,3343,46919,5305,9421,6,60,2,0
1615344508.145382,426,47394,5292,2879,6,60,2,0
1615344508.181779,426,47394,5282,478,6,60,2,0
1615344508.212231,4755,39461,5103,1723,6,74,2,0
1615344508.302534,614,51573,5326,55895,6,60,2,0
1615344508.305436,636,44151,5350,7077,6,60,2,0
1615344508.360575,2097,59209,5179,32497,6,60,2,0
1615344508.418777,636,44151,5328,7077,6,60,2,0
1615344508.430604,614,51573,5276,55713,6,60,2,0
1615344508.464556,3558,40802,5171,18458,6,60,2,0
1615344508.512140,2619,41530,5194,8080,6,74,2,0
1615344508.516983,4617,40155,5117,6380,6,60,2,0
1615344508.524818,4617,40155,5147,6380,6,60,2,0
1615344508.554152,4687,33442,5249,3478,17,62,-,-
1615344508.719769,4755,42419,5161,1723,6,74,2,0
1615344508.818821,426,47394,5256,959,6,60,2,0
1615344508.922035,614,51573,5291,55895,6,60,2,0
1615344509.106849,614,51573,5321,55713,6,60,2,0
1615344509.180716,2057,62651,5301,990,6,60,2,0
1615344509.225888,4755,38871,5157,1723,6,74,2,0
1615344509.329336,3530,42358,5270,5000,6,60,2,0
1615344509.354542,2757,1434,5279,4000,17,113,-,-
1615344509.427090,426,47394,5295,939,6,60,2,0
1615344509.562641,4695,43143,5332,1433,6,60,2,0
1615344509.600851,254,51935,5275,445,6,66,2,0
1615344509.611853,4320,60783,5255,445,6,66,2,0
1615344509.636866,614,51573,5239,45318,6,60,2,0
1615344509.637816,614,51573,5231,45318,6,60,2,0
1615344509.732607,4457,37822,5267,161,17,85,-,-
1615344509.768379,4457,56141,5325,161,17,85,-,-
1615344509.769165,636,44151,5326,7077,6,60,2,0
1615344509.769933,4457,46689,5233,161,17,85,-,-
1615344509.783974,2680,28210,5329,23,6,60,2,1
1615344510.041836,105,44492,5200,2375,6,60,2,0
1615344510.054931,2804,18573,5240,8080,6,60,2,0
1615344510.091183,3152,12701,5102,1935,6,60,2,0
1615344510.175442,1826,50481,5123,3399,6,60,2,0
1615344510.243047,614,51573,5245,55895,6,60,2,0
1615344510.299659,614,51573,5197,45318,6,60,2,0
1615344510.443373,705,45074,5301,5557,6,60,2,0
1615344510.446765,636,44151,5208,7077,6,60,2,0
1615344510.567696,3147,1434,5218,8080,17,112,-,-
1615344510.679942,3074,43401,5279,50006,6,60,2,0
1615344510.712500,426,47394,5253,838,6,60,2,0
1615344510.835970,3317,29143,5142,2052,6,60,2,0
1615344510.879836,614,51573,5276,55895,6,60,2,0
1615344510.880262,614,51573,5264,55895,6,60,2,0
1615344510.965405,2698,44494,5194,5555,6,60,2,0
1615344511.067674,426,47394,5234,1547,6,60,2,0
1615344511.075473,614,51573,5337,55877,6,60,2,0
1615344511.089158,3369,13014,5230,18632,6,60,2,0
1615344511.104305,4457,46750,5333,161,17,85,-,-
1615344511.129607,2698,44494,5189,5555,6,60,2,0
1615344511.131147,636,44151,5176,7077,6,60,2,0
1615344511.133397,714,3928,5112,80,6,60,2,0
1615344511.156470,3436,54933,5123,5193,6,60,2,0
1615344511.162767,1725,63292,5151,427,17,98,-,-
1615344511.172144,1490,46887,5240,6600,6,60,2,0
1615344511.186298,636,44151,5293,7077,6,60,2,0
1615344511.236895,641,47262,5224,1721,6,60,2,0
1615344511.236998,2097,59209,5245,32497,6,60,2,0
1615344511.239487,2097,59209,5252,32497,6,60,2,0
1615344511.358794,3330,65434,5236,8819,6,60,2,0
1615344511.518096,614,51573,5289,55895,6,60,2,0
1615344511.520515,614,51573,5301,55895,6,60,2,0
1615344511.522731,636,44151,5198,7077,6,60,2,0
1615344511.614517,426,47394,5290,1880,6,60,2,0
1615344511.693652,636,44151,5134,7077,6,60,2,0
1615344511.697124,105,44492,5230,2375,6,60,2,0
1615344511.727257,2804,62185,5265,8080,6,60,2,0
1615344511.747450,2526,21530,5214,23,6,60,2,0
1615344511.769395,2983,37020,5209,7548,6,60,2,0
1615344511.786898,4755,35471,5153,1723,6,74,2,0
1615344511.926632,426,47394,5344,1318,6,60,2,0
1615344511.984600,4503,56493,5334,389,17,95,-,-
1615344512.145825,3277,56412,5314,31607,6,60,2,0
1615344512.185872,614,51573,5294,55895,6,60,2,0
1615344512.258992,4457,33938,5153,161,17,85,-,-
1615344512.264264,614,51573,5195,45243,6,60,2,0
1615344512.287525,4457,47300,5331,161,17,85,-,-
1615344512.299524,770,29399,5225,8080,6,60,2,0
1615344512.304329,4755,34597,5345,1723,6,74,2,0
1615344512.330232,614,51573,5218,55713,6,60,2,0
1615344512.335626,2744,28902,5139,7001,6,60,2,0
1615344512.391075,3000,23869,5259,22,6,60,2,0
1615344512.448785,4160,33097,5287,3389,6,60,2,0
1615344512.579069,3356,13357,5337,12503,6,60,2,0
1615344512.586750,1805,53430,5112,3399,6,60,2,0
1615344512.650833,426,47394,5160,1308,6,60,2,0
1615344512.664635,614,51573,5280,45008,6,60,2,0
1615344512.776998,3178,47532,5167,137,17,92,-,-
1615344512.793592,254,52696,5260,445,6,66,2,0
1615344512.839482,636,44151,5303,7077,6,60,2,0
1615344512.877809,426,47394,5166,2384,6,60,2,0
1615344512.907015,3588,37322,5111,5060,6,74,2,0
1615344512.961667,1542,8584,5118,3391,17,276,-,-
1615344513.001619,4457,34200,5172,161,17,85,-,-
1615344513.035129,642,45199,5204,6396,6,60,2,0
1615344513.068089,2780,57770,5265,445,6,66,2,0
1615344513.096252,4622,9851,5233,23,6,60,2,1
1615344513.113763,3178,44674,5170,137,17,92,-,-
1615344513.173409,3477,39604,5159,9386,6,60,2,0
1615344513.197696,3813,29032,5300,23,6,60,2,1
1615344513.273485,105,44492,5154,2375,6,60,2,0
1615344513.306768,636,44151,5267,7077,6,60,2,0
1615344513.383162,3349,29018,5231,9727,6,60,2,0
1615344513.434313,3433,56033,5176,8080,6,60,2,0
1615344513.464625,1322,59891,5332,53,17,84,-,-
1615344513.501634,638,47100,5241,7027,6,60,2,0
1615344513.545836,614,51573,5197,45243,6,60,2,0
1615344513.563780,705,45074,5298,5557,6,60,2,0
1615344513.600212,2358,29781,5214,8888,6,60,2,0
1615344513.714799,2653,42841,5236,29859,6,60,2,0
1615344513.899941,4449,46815,5230,1433,6,60,2,0
1615344513.907094,4449,46815,5328,1433,6,60,2,0
1615344513.925632,614,51573,5261,45008,6,60,2,0
1615344513.953827,636,44151,5268,7077,6,60,2,0
1615344514.077180,614,51573,5137,55744,6,60,2,0
1615344514.081872,3321,14312,5263,33389,6,60,2,0
1615344514.114440,614,51573,5275,55895,6,60,2,0
1615344514.123076,4457,58834,5163,161,17,85,-,-
1615344514.169490,614,51573,5252,45318,6,60,2,0
1615344514.171362,614,51573,5194,45318,6,60,2,0
1615344514.190516,614,51573,5138,45243,6,60,2,0
1615344514.217449,426,47394,5276,1995,6,60,2,0
1615344514.291208,2097,59209,5177,32497,6,60,2,0
1615344514.301926,1826,50481,5121,3399,6,60,2,0
1615344514.612409,614,51573,5313,45008,6,60,2,0
1615344514.737697,705,45074,5278,5557,6,60,2,0
1615344514.807776,614,51573,5323,45318,6,60,2,0
1615344515.008732,2698,44494,5151,5555,6,60,2,0
1615344515.106778,4320,61345,5141,445,6,66,2,0
1615344515.148119,965,9974,5218,23,6,60,2,0
1615344515.153240,426,47394,5278,835,6,60,2,0
1615344515.209715,254,53186,5128,445,6,66,2,0
1615344515.261992,4457,54332,5170,161,17,85,-,-
1615344515.264167,1826,50481,5115,3399,6,60,2,0
1615344515.335206,426,47394,5319,70,6,60,2,0
1615344515.406963,614,51573,5247,55895,6,60,2,0
1615344515.424692,2032,43492,5338,3353,6,60,2,0
1615344515.451011,1367,30784,5270,143,6,60,2,0
1615344515.469969,614,51573,5303,45318,6,60,2,0
1615344515.487973,614,51573,5182,45243,6,60,2,0
1615344515.489639,614,51573,5107,45243,6,60,2,0
1615344515.553525,614,51573,5292,55713,6,60,2,0
1615344515.637913,4755,45029,5296,1723,6,74,2,0
1615344515.669267,4159,44674,5190,1780,6,60,2,0
1615344515.805249,2589,64499,5319,445,6,66,2,0
1615344515.865003,444,11653,5122,26,6,60,2,0
1615344515.886665,1378,37851,5278,443,6,60,2,0
1615344515.887726,614,51573,5236,45008,6,60,2,0
1615344516.132434,221,1792,5335,23,6,60,2,1
1615344516.141288,614,51573,5141,45243,6,60,2,0
1615344516.211507,3557,38776,5335,53427,6,60,2,0
1615344516.212430,614,51573,5219,55713,6,60,2,0
1615344516.287133,705,45074,5273,5557,6,60,2,0
1615344516.364428,426,47394,5187,536,6,60,2,0
1615344516.397918,4755,39461,5103,1723,6,74,2,0
1615344516.432270,636,44151,5295,7077,6,60,2,0
1615344516.553285,4457,51880,5231,161,17,85,-,-
1615344516.657887,426,47394,5136,477,6,60,2,0
1615344516.666434,636,44151,5308,7077,6,60,2,0
1615344516.784685,614,51573,5103,45243,6,60,2,0
1615344516.847890,3922,53702,5109,445,6,66,2,0
1615344516.850856,614,51573,5314,55713,6,60,2,0
1615344516.884131,4087,51061,5204,5351,17,60,-,-
1615344516.984474,2855,51723,5114,445,6,60,2,0
1615344516.990754,3499,41352,5280,20182,6,60,2,0
1615344517.118694,4503,55089,5241,389,17,95,-,-
1615344517.202705,2112,51554,5137,14687,6,60,2,0
1615344517.258740,4457,59040,5183,161,17,85,-,-
1615344517.262788,632,54903,5147,1270,6,60,2,0
1615344517.297382,3447,1046,5252,8888,6,60,2,0
1615344517.397867,614,51573,5134,45318,6,60,2,0
1615344517.526779,426,47394,5345,2861,6,60,2,0
1615344517.698150,4755,43723,5099,1723,6,74,2,0
1615344517.819481,3922,53812,5168,445,6,66,2,0
1615344517.821052,4457,34894,5244,161,17,85,-,-
1615344517.830118,3922,53846,5200,445,6,66,2,0
1615344517.836243,2032,43492,5340,3353,6,60,2,0
1615344517.857427,4755,40855,5213,1723,6,74,2,0
1615344517.875519,2730,48800,5309,23,6,60,2,0
1615344517.902506,1607,52479,5300,23,6,60,2,1
1615344517.954905,426,47394,5316,2263,6,60,2,0
1615344517.960741,4934,8083,5307,8083,17,60,-,-
1615344517.988831,3922,54048,5244,445,6,66,2,0
1615344517.989214,614,51573,5252,55895,6,60,2,0
1615344518.046519,4457,45367,5297,161,17,85,-,-
1615344518.208488,636,44151,5259,7077,6,60,2,0
1615344518.213803,3557,33641,5171,53427,6,60,2,0
1615344518.268015,1826,50481,5128,10015,6,60,2,0
1615344518.297887,3532,54914,5327,9092,6,60,2,0
1615344518.307272,254,54190,5223,445,6,66,2,0
1615344518.313900,4424,42396,5143,7547,6,60,2,0
1615344518.344319,426,47394,5334,2936,6,60,2,0
1615344518.473908,614,51573,5238,45008,6,60,2,0
1615344518.511281,426,47394,5264,1138,6,60,2,0
1615344518.540566,1490,46887,5241,6600,6,60,2,0
1615344518.597526,1705,40888,5332,123,17,234,-,-
1615344518.646840,3350,27940,5346,18802,6,60,2,0
1615344518.669677,2097,59209,5166,32497,6,60,2,0
1615344518.692026,426,47394,5226,2239,6,60,2,0
1615344518.729916,4755,43723,5099,1723,6,74,2,0
1615344518.805464,2589,64499,5319,445,6,66,2,0
1615344518.886171,4755,40855,5213,1723,6,74,2,0
1615344519.229463,1123,48074,5290,631,6,60,2,0
1615344519.234061,614,51573,5124,55744,6,60,2,0
1615344519.322204,2869,44039,5175,1433,6,60,2,0
1615344519.401888,3533,61717,5223,7547,6,60,2,0
1615344519.406660,705,45074,5341,5557,6,60,2,0
1615344519.562497,3922,53812,5168,445,6,66,2,0
1615344519.562553,3922,53846,5200,445,6,66,2,0
1615344519.763672,634,50200,5213,3368,6,60,2,0
1615344519.841906,3118,38515,5234,3128,6,60,2,0
1615344519.871606,643,47309,5127,8584,6,60,2,0
1615344519.930138,2804,14953,5257,8080,6,60,2,0
1615344519.998200,614,51573,5230,45318,6,60,2,0
1615344519.998492,614,51573,5286,45318,6,60,2,0
1615344520.073736,1541,31231,5317,4064,6,60,2,0
1615344520.086614,614,51573,5284,55713,6,60,2,0
1615344520.098577,3309,14813,5126,2096,6,60,2,0
1615344520.129204,4457,53283,5173,161,17,85,-,-
1615344520.213686,705,45074,5283,5557,6,60,2,0
1615344520.490998,4755,34597,5345,1723,6,74,2,0
1615344520.520109,3476,33337,5350,6006,6,60,2,0
1615344520.611627,1413,15190,5322,12477,6,60,2,0
1615344520.630057,329,52267,5124,23,6,60,2,1
1615344520.643813,614,51573,5248,45318,6,60,2,0
1615344520.669942,4457,33560,5207,161,17,85,-,-
1615344520.815516,2850,45068,5135,23,6,60,2,1
1615344520.828566,3819,43412,5119,5100,6,60,2,0
1615344520.902236,4755,40855,5213,1723,6,74,2,0
1615344521.072458,426,47394,5153,2036,6,60,2,0
1615344521.221207,614,51573,5284,55895,6,60,2,0
1615344521.361434,3178,60650,5262,137,17,92,-,-
1615344521.467249,4503,49274,5255,389,17,95,-,-
1615344521.553122,2804,12093,5308,8080,6,60,2,0
1615344521.687184,3350,20366,5288,21322,6,60,2,0
1615344521.787846,4457,40175,5241,161,17,85,-,-
1615344521.846297,614,51573,5122,55648,6,60,2,0
1615344521.883872,4320,61968,5268,445,6,66,2,0
1615344522.029600,4755,35471,5153,1723,6,74,2,0
1615344522.085545,4457,37984,5322,161,17,85,-,-
1615344522.093344,3922,54602,5345,445,6,66,2,0
1615344522.142017,3298,45448,5206,8080,6,60,2,0
1615344522.147931,4755,41053,5139,1723,6,74,2,0
1615344522.205787,4317,50259,5169,445,6,60,2,0
1615344522.310865,4755,43723,5099,1723,6,74,2,0
1615344522.443470,632,54903,5102,1495,6,60,2,0
1615344522.517160,4820,51678,5282,1433,6,60,2,0
1615344522.533206,3178,47080,5132,137,17,92,-,-
1615344522.587666,614,51573,5289,45318,6,60,2,0
1615344522.590092,614,51573,5176,45318,6,60,2,0
1615344522.681854,4640,47085,5192,23,6,60,2,0
1615344522.725641,3305,34570,5114,8834,6,60,2,0
1615344522.774395,426,47394,5216,838,6,60,2,0
1615344522.795068,4457,51991,5129,161,17,85,-,-
1615344522.854449,4456,42176,5317,4443,6,60,2,0
1615344522.927355,705,45074,5334,5557,6,60,2,0
1615344522.927525,705,45074,5306,5557,6,60,2,0
1615344522.941113,3358,58968,5284,9913,6,60,2,0
1615344522.998454,426,47394,5183,1289,6,60,2,0
1615344523.045499,426,47394,5344,309,6,60,2,0
1615344523.093478,3481,33899,5320,3062,6,60,2,0
1615344523.146515,3588,47948,5111,5060,6,74,2,0
1615344523.176720,4755,41053,5139,1723,6,74,2,0
1615344523.343983,635,57136,5125,44444,6,60,2,0
1615344523.412193,3369,2983,5141,14884,6,60,2,0
1615344523.454357,638,47100,5119,7307,6,60,2,0
1615344523.628357,426,47394,5130,1226,6,60,2,0
1615344523.645834,2979,19302,5209,49152,6,60,2,0
1615344523.698680,1792,46892,5267,1433,6,60,2,0
1615344523.734240,705,45074,5258,5557,6,60,2,0
1615344523.844496,4320,62166,5231,445,6,66,2,0
1615344523.852751,426,47394,5206,80,6,60,2,0
1615344523.873606,4880,44126,5145,23,6,60,2,1
1615344523.885608,3263,36783,5246,8080,6,60,2,0
1615344523.999744,641,47262,5315,1572,6,60,2,0
1615344524.024585,1826,50481,5129,10015,6,60,2,0
1615344524.057009,1396,48178,5246,9102,6,60,2,0
1615344524.192803,3448,20712,5166,21,6,60,2,0
