ts,src_ip,src_port,dst_ip,dst_port,proto,pck_len,tcp_flags,mirai
1615343781.149156,1476,5068,5297,57920,17,460,-,-
1615343781.149246,1476,5068,5298,57920,17,459,-,-
1615343781.149339,1476,5068,5299,57920,17,461,-,-
1615343781.149561,1476,5068,5300,57920,17,460,-,-
1615343781.149602,1476,5068,5301,57920,17,459,-,-
1615343781.149777,1476,5068,5302,57920,17,460,-,-
1615343781.149926,1476,5068,5303,57920,17,459,-,-
1615343781.149931,1476,5068,5304,57920,17,457,-,-
1615343781.150036,1476,5068,5305,57920,17,459,-,-
1615343781.150265,1476,5068,5306,57920,17,460,-,-
1615343781.150289,1476,5068,5307,57920,17,460,-,-
1615343781.150469,1476,5068,5308,57920,17,458,-,-
1615343781.150570,1476,5068,5309,57920,17,457,-,-
1615343781.150672,1476,5068,5310,57920,17,460,-,-
1615343781.150809,1476,5068,5312,57920,17,460,-,-
1615343781.150814,1476,5068,5311,57920,17,460,-,-
1615343781.150915,1476,5068,5313,57920,17,460,-,-
1615343781.151123,1476,5068,5314,57920,17,460,-,-
1615343781.151225,1476,5068,5315,57920,17,458,-,-
1615343781.151230,1476,5068,5316,57920,17,460,-,-
1615343781.151388,1476,5068,5317,57920,17,460,-,-
1615343781.151579,1476,5068,5318,57920,17,460,-,-
1615343781.151705,1476,5068,5319,57920,17,459,-,-
1615343781.151726,1476,5068,5320,57920,17,460,-,-
1615343781.151936,1476,5068,5321,57920,17,460,-,-
1615343781.152056,1476,5068,5322,57920,17,459,-,-
1615343781.152146,1476,5068,5323,57920,17,460,-,-
1615343781.152213,1476,5068,5324,57920,17,459,-,-
1615343781.152263,1476,5068,5325,57920,17,460,-,-
1615343781.152470,1476,5068,5326,57920,17,460,-,-
1615343781.153174,1711,60656,5266,2049,6,60,2,0
1615343781.172668,1476,5068,5327,57920,17,458,-,-
1615343781.172692,1476,5068,5328,57920,17,461,-,-
1615343781.172844,1476,5068,5329,57920,17,458,-,-
1615343781.172898,1476,5068,5330,57920,17,459,-,-
1615343781.173102,1476,5068,5331,57920,17,460,-,-
1615343781.173127,1476,5068,5332,57920,17,459,-,-
1615343781.173326,1476,5068,5333,57920,17,460,-,-
1615343781.173458,1476,5068,5334,57920,17,460,-,-
1615343781.173600,1476,5068,5335,57920,17,459,-,-
1615343781.173633,1476,5068,5336,57920,17,456,-,-
1615343781.173818,1476,5068,5337,57920,17,461,-,-
1615343781.173901,1476,5068,5338,57920,17,460,-,-
1615343781.174030,1476,5068,5339,57920,17,457,-,-
1615343781.174160,1476,5068,5340,57920,17,460,-,-
1615343781.174285,1476,5068,5342,57920,17,461,-,-
1615343781.174285,1476,5068,5341,57920,17,459,-,-
1615343781.174632,1476,5068,5345,57920,17,460,-,-
1615343781.174673,1476,5068,5343,57920,17,461,-,-
1615343781.174742,1476,5068,5344,57920,17,461,-,-
1615343781.174903,1476,5068,5346,57920,17,459,-,-
1615343781.174941,1476,5068,5347,57920,17,459,-,-
1615343781.174947,1476,5068,5348,57920,17,459,-,-
1615343781.175208,1476,5068,5350,57920,17,460,-,-
1615343781.175353,1476,5068,5349,57920,17,461,-,-
1615343781.209015,1711,43060,5110,2049,6,60,2,0
1615343781.249418,1711,49076,5130,2049,6,60,2,0
1615343781.318592,4795,57566,5328,5683,17,63,-,-
1615343781.384810,641,47262,5182,1721,6,60,2,0
1615343781.404039,1711,51030,5217,2049,6,60,2,0
1615343781.466554,1711,34402,5233,2049,6,60,2,0
1615343781.535164,1540,60000,5283,50,6,60,2,0
1615343781.549190,4459,44481,5184,143,6,60,2,0
1615343781.588419,4459,59245,5213,143,6,60,2,0
1615343781.601664,1711,42004,5300,2049,6,60,2,0
1615343781.657155,1711,44858,5303,2049,6,60,2,0
1615343781.742543,4459,59921,5178,143,6,60,2,0
1615343781.820674,1388,45685,5278,9266,6,60,2,0
1615343781.873019,1711,52395,5184,2049,6,60,2,0
1615343781.882312,426,47394,5281,967,6,60,2,0
1615343781.884565,1711,55924,5259,2049,6,60,2,0
1615343781.904787,614,51573,5230,45026,6,60,2,0
1615343781.952998,1711,44693,5256,2049,6,60,2,0
1615343781.954860,1711,35130,5188,2049,6,60,2,0
1615343781.990232,2780,64560,5231,445,6,66,2,0
1615343782.012229,1711,55105,5100,2049,6,60,2,0
1615343782.097431,1711,33903,5235,2049,6,60,2,0
1615343782.098472,614,51573,5213,55862,6,60,2,0
1615343782.152245,1711,41277,5331,2049,6,60,2,0
1615343782.169941,3178,42781,5245,1434,17,60,-,-
1615343782.183557,247,56896,5331,9384,6,60,2,0
1615343782.208752,3187,36840,5277,2375,6,74,2,0
1615343782.302962,1711,39897,5186,2049,6,60,2,0
1615343782.326675,1208,38989,5192,631,6,60,2,0
1615343782.650290,638,47100,5155,7017,6,60,2,0
1615343782.650499,426,47394,5126,749,6,60,2,0
1615343782.855679,926,34158,5340,60908,17,107,-,-
1615343782.884680,1711,51932,5334,2049,6,60,2,0
1615343782.897664,1711,34124,5243,2049,6,60,2,0
1615343782.912614,1711,42605,5201,2049,6,60,2,0
1615343782.923375,635,57136,5310,22222,6,60,2,0
1615343783.044901,1711,53772,5298,2049,6,60,2,0
1615343783.046446,426,47394,5188,2440,6,60,2,0
1615343783.088921,3472,31923,5200,8580,6,60,2,0
1615343783.221651,3300,32767,5332,8545,6,60,2,0
1615343783.251891,1711,32999,5349,2049,6,60,2,0
1615343783.308186,3821,43413,5310,1078,6,60,2,0
1615343783.349405,638,47100,5162,7262,6,60,2,0
1615343783.359192,2584,45087,5158,2323,6,60,2,1
1615343783.375244,426,47394,5135,183,6,60,2,0
1615343783.450012,1711,42762,5274,2049,6,60,2,0
1615343783.487480,4075,59493,5255,123,17,60,-,-
1615343783.492863,1711,51762,5124,2049,6,60,2,0
1615343783.527004,1491,8080,5133,1707,6,60,2,0
1615343783.578580,1711,47532,5144,2049,6,60,2,0
1615343783.641644,1711,42089,5257,2049,6,60,2,0
1615343783.711649,1711,46091,5253,2049,6,60,2,0
1615343783.873411,1711,57711,5308,2049,6,60,2,0
1615343783.929376,426,47394,5128,466,6,60,2,0
1615343783.930268,1344,46770,5143,53,17,84,-,-
1615343784.128333,1711,35863,5106,2049,6,60,2,0
1615343784.135241,1826,50481,5332,3406,6,60,2,0
1615343784.283641,1711,46071,5148,2049,6,60,2,0
1615343784.288804,4459,56667,5348,143,6,60,2,0
1615343784.293587,3178,59698,5264,1434,17,60,-,-
1615343784.338266,426,47394,5322,819,6,60,2,0
1615343784.353851,1711,44835,5297,2049,6,60,2,0
1615343784.380687,3339,43406,5344,8102,6,60,2,0
1615343784.384723,1711,52637,5321,2049,6,60,2,0
1615343784.427750,2098,47291,5168,131,6,60,2,0
1615343784.430818,4459,46862,5258,143,6,60,2,0
1615343784.613358,1711,54266,5247,2049,6,60,2,0
1615343784.662435,3497,39506,5303,9598,6,60,2,0
1615343784.675896,426,47394,5227,2720,6,60,2,0
1615343784.704084,1711,50678,5234,2049,6,60,2,0
1615343784.711325,3922,62271,5166,445,6,66,2,0
1615343784.778330,4459,39183,5191,143,6,60,2,0
1615343784.826272,2311,41931,5325,23,6,60,2,1
1615343784.842063,3683,46038,5277,1433,6,60,2,0
1615343784.931456,3480,52490,5335,6380,6,60,2,0
1615343784.998783,2780,64560,5231,445,6,66,2,0
1615343785.009034,1711,54650,5128,2049,6,60,2,0
1615343785.013708,1711,36614,5236,2049,6,60,2,0
1615343785.091109,979,65185,5104,445,6,66,2,0
1615343785.102496,1711,52748,5129,2049,6,60,2,0
1615343785.208041,426,47394,5209,868,6,60,2,0
1615343785.235907,1711,34675,5316,2049,6,60,2,0
1615343785.265406,1711,41665,5263,2049,6,60,2,0
1615343785.281245,2776,53541,5212,445,6,66,2,0
1615343785.377522,3178,58393,5177,1434,17,60,-,-
1615343785.382604,4320,49945,5324,445,6,66,2,0
1615343785.393555,3178,55013,5233,1434,17,60,-,-
1615343785.399525,4459,52405,5241,143,6,60,2,0
1615343785.624520,4459,57530,5243,143,6,60,2,0
1615343785.745451,1711,50647,5281,2049,6,60,2,0
1615343785.993176,1711,36677,5333,2049,6,60,2,0
1615343786.024364,1711,35147,5163,2049,6,60,2,0
1615343786.073935,3256,45517,5303,22099,6,60,2,0
1615343786.209349,1711,39847,5105,2049,6,60,2,0
1615343786.418112,3178,57628,5137,1434,17,60,-,-
1615343786.452572,4162,43483,5222,53413,17,71,-,-
1615343786.460004,2098,47291,5284,131,6,60,2,0
1615343786.467133,426,47394,5336,2631,6,60,2,0
1615343786.571438,1711,39156,5111,2049,6,60,2,0
1615343786.644644,426,47394,5281,1928,6,60,2,0
1615343786.731592,1711,35110,5113,2049,6,60,2,0
1615343786.760999,4801,59869,5318,5683,17,63,-,-
1615343786.794474,3120,35426,5340,443,6,60,2,0
1615343786.805008,4674,42551,5290,14231,6,60,2,0
1615343786.815800,3348,19815,5226,12173,6,60,2,0
1615343786.828122,2559,61850,5179,23,6,60,2,1
1615343786.846358,1711,47488,5291,2049,6,60,2,0
1615343786.891833,4459,46112,5256,143,6,60,2,0
1615343787.024278,1711,49902,5285,2049,6,60,2,0
1615343787.091094,1711,43816,5196,2049,6,60,2,0
1615343787.346396,426,47394,5264,1419,6,60,2,0
1615343787.387807,3485,59017,5179,54321,6,60,2,0
1615343787.402719,1711,45036,5295,2049,6,60,2,0
1615343787.454308,3534,61004,5228,5800,6,60,2,0
1615343787.460660,4459,51288,5233,143,6,60,2,0
1615343787.494014,4459,57330,5148,143,6,60,2,0
1615343787.522667,3784,2925,5184,23,6,60,2,1
1615343787.551871,1711,46708,5208,2049,6,60,2,0
1615343787.602432,3314,22684,5152,3306,6,60,2,0
1615343787.700080,1711,50361,5320,2049,6,60,2,0
1615343787.729274,614,51573,5258,45026,6,60,2,0
1615343787.770884,1711,60717,5296,2049,6,60,2,0
1615343787.770946,426,47394,5208,1614,6,60,2,0
1615343787.776471,3922,62616,5223,445,6,66,2,0
1615343787.806192,1711,38615,5146,2049,6,60,2,0
1615343787.913505,1827,50101,5347,33899,6,60,2,0
1615343788.012613,3497,7161,5127,10030,6,60,2,0
1615343788.098950,1711,45609,5162,2049,6,60,2,0
1615343788.101142,1711,50589,5340,2049,6,60,2,0
1615343788.101616,979,65185,5104,445,6,66,2,0
1615343788.107965,4133,23320,5332,4443,6,60,2,0
1615343788.210563,1826,50481,5340,3406,6,60,2,0
1615343788.212337,4459,52482,5254,143,6,60,2,0
1615343788.230501,1711,48359,5205,2049,6,60,2,0
1615343788.263859,1711,56594,5174,2049,6,60,2,0
1615343788.265000,1711,40653,5306,2049,6,60,2,0
1615343788.285128,1711,44363,5267,2049,6,60,2,0
1615343788.349142,1711,46920,5278,2049,6,60,2,0
1615343788.389734,3178,47929,5189,1434,17,60,-,-
1615343788.446449,4459,38979,5303,143,6,60,2,0
1615343788.598426,4547,55955,5316,81,6,60,2,0
1615343788.741919,1711,49793,5140,2049,6,60,2,0
1615343788.870086,1711,33478,5133,2049,6,60,2,0
1615343788.875603,1711,40391,5224,2049,6,60,2,0
1615343788.907502,1711,45258,5154,2049,6,60,2,0
1615343788.923120,426,47394,5298,1895,6,60,2,0
1615343789.027537,1711,46492,5202,2049,6,60,2,0
1615343789.295630,2079,49975,5198,8080,6,60,2,0
1615343789.299929,633,54428,5123,11211,17,63,-,-
1615343789.378801,1711,56070,5170,2049,6,60,2,0
1615343789.425953,1381,40206,5215,81,6,60,2,0
1615343789.427204,614,51573,5219,45959,6,60,2,0
1615343789.458425,4459,55209,5221,143,6,60,2,0
1615343789.499461,1711,41260,5268,2049,6,60,2,0
1615343789.508943,1377,45642,5281,2,6,60,2,0
1615343789.509094,1711,35707,5240,2049,6,60,2,0
1615343789.527809,1711,60253,5155,2049,6,60,2,0
1615343789.627353,1711,49419,5169,2049,6,60,2,0
1615343789.638290,1772,60581,5299,11211,6,60,2,0
1615343789.715827,1711,34827,5156,2049,6,60,2,0
1615343789.748682,1711,42257,5260,2049,6,60,2,0
1615343789.826706,2776,58529,5157,445,6,66,2,0
1615343789.898487,426,47394,5281,2985,6,60,2,0
1615343789.962790,2098,47291,5153,131,6,60,2,0
1615343790.022440,1711,51345,5219,2049,6,60,2,0
1615343790.207694,1711,33350,5122,2049,6,60,2,0
1615343790.256852,4459,40856,5330,143,6,60,2,0
1615343790.258275,426,47394,5172,2629,6,60,2,0
1615343790.370323,1711,52145,5166,2049,6,60,2,0
1615343790.501827,1711,59886,5212,2049,6,60,2,0
1615343790.580291,426,47394,5165,1322,6,60,2,0
1615343790.616862,1711,33717,5292,2049,6,60,2,0
1615343790.628697,4459,40459,5338,143,6,60,2,0
1615343790.765786,3922,62616,5223,445,6,66,2,0
1615343790.826092,4077,47076,5110,69,17,60,-,-
1615343790.842476,1711,55821,5241,2049,6,60,2,0
1615343790.847308,426,47394,5199,212,6,60,2,0
1615343790.977493,426,47394,5345,1081,6,60,2,0
1615343791.014270,651,7028,5114,80,6,60,2,0
1615343791.031103,1711,42483,5218,2049,6,60,2,0
1615343791.193834,1711,52103,5214,2049,6,60,2,0
1615343791.234889,1711,60524,5158,2049,6,60,2,0
1615343791.243695,2776,53928,5101,445,6,66,2,0
1615343791.265053,1711,57041,5328,2049,6,60,2,0
1615343791.273484,2611,50524,5177,1883,6,60,2,0
1615343791.273503,2611,50523,5177,1883,6,60,2,0
1615343791.273525,2611,50522,5177,1883,6,60,2,0
1615343791.273542,2611,50520,5177,1883,6,60,2,0
1615343791.273559,2611,50521,5177,1883,6,60,2,0
1615343791.276165,3178,41598,5151,1434,17,60,-,-
1615343791.283649,1711,51087,5137,2049,6,60,2,0
1615343791.316544,1790,47155,5116,33983,6,60,2,0
1615343791.333702,3427,6277,5162,18301,6,60,2,0
1615343791.365225,1711,49366,5309,2049,6,60,2,0
1615343791.411648,2291,23897,5205,9001,6,60,2,0
1615343791.483318,1711,58512,5261,2049,6,60,2,0
1615343791.595889,1827,50101,5331,33899,6,60,2,0
1615343791.616844,1711,48978,5305,2049,6,60,2,0
1615343791.641269,1711,59251,5198,2049,6,60,2,0
1615343791.716338,643,47309,5270,8812,6,60,2,0
1615343791.723960,2604,45601,5310,623,6,60,2,0
1615343791.769340,426,47394,5319,1842,6,60,2,0
1615343791.856139,1711,45212,5284,2049,6,60,2,0
1615343791.867448,3178,32956,5328,1434,17,60,-,-
1615343791.873709,1711,49820,5145,2049,6,60,2,0
1615343791.912395,1752,50440,5152,179,6,60,2,0
1615343791.940006,2273,8082,5164,1027,17,124,-,-
1615343791.959641,1711,46808,5319,2049,6,60,2,0
1615343792.023961,1711,36814,5311,2049,6,60,2,0
1615343792.054869,1711,45780,5344,2049,6,60,2,0
1615343792.421542,390,41537,5331,2121,6,60,2,0
1615343792.451798,614,51573,5100,45559,6,60,2,0
1615343792.460117,1711,50854,5318,2049,6,60,2,0
1615343792.496815,4459,37491,5260,143,6,60,2,0
1615343792.509794,614,51573,5312,45836,6,60,2,0
1615343792.559698,3784,2925,5313,23,6,60,2,1
1615343792.577499,4171,11142,5320,80,6,60,2,0
1615343792.605390,4459,38952,5125,143,6,60,2,0
1615343792.635939,1386,5422,5196,7548,6,60,2,0
1615343792.674889,1711,34960,5185,2049,6,60,2,0
1615343792.808942,1711,52427,5348,2049,6,60,2,0
1615343792.814638,1711,47260,5226,2049,6,60,2,0
1615343792.825496,2776,58529,5157,445,6,66,2,0
1615343792.965486,3376,20396,5177,50796,6,60,2,0
1615343793.021053,426,47394,5137,1257,6,60,2,0
1615343793.064573,1711,52524,5237,2049,6,60,2,0
1615343793.066101,1711,60196,5232,2049,6,60,2,0
1615343793.122564,4737,40307,5141,31059,6,60,2,0
1615343793.134845,1711,45915,5179,2049,6,60,2,0
1615343793.356756,254,64574,5202,445,6,66,2,0
1615343793.365751,3496,28857,5185,9543,6,60,2,0
1615343793.412725,3086,41194,5162,443,6,60,2,0
1615343793.578996,1171,39876,5279,631,6,60,2,0
1615343793.608682,1711,33237,5339,2049,6,60,2,0
1615343793.723068,1827,50101,5330,33899,6,60,2,0
1615343793.887495,1711,40724,5283,2049,6,60,2,0
1615343793.940355,1711,36322,5206,2049,6,60,2,0
1615343793.966579,621,53586,5278,80,6,60,2,0
1615343794.007807,1711,38630,5251,2049,6,60,2,0
1615343794.108928,1711,45937,5126,2049,6,60,2,0
1615343794.111677,979,65185,5104,445,6,62,2,0
1615343794.139354,1936,43070,5101,10120,6,60,2,0
1615343794.148974,426,47394,5145,1037,6,60,2,0
1615343794.240375,1711,33728,5118,2049,6,60,2,0
1615343794.338355,1711,42494,5099,2049,6,60,2,0
1615343794.360860,1711,40512,5271,2049,6,60,2,0
1615343794.370017,1711,54244,5335,2049,6,60,2,0
1615343794.431014,426,47394,5247,1621,6,60,2,0
1615343794.443041,2012,55975,5319,123,17,234,-,-
1615343794.483229,3461,24862,5229,8888,6,60,2,0
1615343794.529596,1711,33218,5204,2049,6,60,2,0
1615343794.552864,4687,60003,5210,3478,17,62,-,-
1615343794.677184,1711,54244,5098,2049,6,60,2,0
1615343794.709536,1711,57617,5109,2049,6,60,2,0
1615343794.799291,1711,40476,5336,2049,6,60,2,0
1615343794.882541,3256,45517,5217,22099,6,60,2,0
1615343794.906795,643,47309,5266,8466,6,60,2,0
1615343794.909568,3151,48914,5242,631,6,60,2,0
1615343794.963594,426,47394,5127,1356,6,60,2,0
1615343795.273576,4243,28832,5179,23,6,60,2,0
1615343795.289497,1826,50481,5320,3406,6,60,2,0
1615343795.424160,1711,50351,5325,2049,6,60,2,0
1615343795.484594,426,47394,5136,1980,6,60,2,0
1615343795.582687,1711,34591,5277,2049,6,60,2,0
1615343795.604547,1711,44338,5244,2049,6,60,2,0
1615343795.633469,3544,63887,5239,22,6,60,2,0
1615343795.650546,1711,34242,5147,2049,6,60,2,0
1615343795.697190,3178,43735,5099,1434,17,60,-,-
1615343795.735735,3347,46188,5194,9598,6,60,2,0
1615343795.755345,2743,20642,5267,23,6,60,2,1
1615343795.839362,1711,37768,5329,2049,6,60,2,0
1615343795.852384,1711,45803,5228,2049,6,60,2,0
1615343795.868702,1711,39008,5132,2049,6,60,2,0
1615343795.920995,2975,56896,5217,1434,17,60,-,-
1615343795.923405,1711,53971,5230,2049,6,60,2,0
1615343795.924061,1711,35365,5342,2049,6,60,2,0
1615343795.968550,2975,40522,5205,1434,17,60,-,-
1615343795.975975,2975,37125,5312,1434,17,60,-,-
1615343796.010703,1491,8080,5267,1707,6,60,2,0
1615343796.049693,1711,49534,5112,2049,6,60,2,0
1615343796.101385,1711,36291,5220,2049,6,60,2,0
1615343796.130152,3451,49764,5195,30005,6,60,2,0
1615343796.147803,2313,42576,5164,1433,6,60,2,0
1615343796.180062,3256,45517,5193,22099,6,60,2,0
1615343796.287546,2975,46798,5140,1434,17,60,-,-
1615343796.308210,2975,39298,5228,1434,17,60,-,-
1615343796.331213,2975,59970,5244,1434,17,60,-,-
1615343796.355959,426,47394,5233,2823,6,60,2,0
1615343796.362444,2975,41509,5152,1434,17,60,-,-
1615343796.396140,2975,43345,5229,1434,17,60,-,-
1615343796.416803,2975,53063,5241,1434,17,60,-,-
1615343796.486296,2975,38430,5249,1434,17,60,-,-
1615343796.502137,2975,59641,5309,1434,17,60,-,-
1615343796.506625,426,47394,5285,4,6,60,2,0
1615343796.570991,4644,48756,5238,8000,6,60,2,0
1615343796.750661,2975,52897,5190,1434,17,60,-,-
1615343796.786308,4737,40307,5162,31059,6,60,2,0
1615343796.791554,2975,40119,5261,1434,17,60,-,-
1615343796.805451,426,47394,5238,2936,6,60,2,0
1615343796.851337,3310,8536,5116,5684,17,181,-,-
1615343796.865885,2975,54728,5192,1434,17,60,-,-
1615343796.901547,2776,61371,5169,445,6,66,2,0
1615343796.928340,2975,55019,5344,1434,17,60,-,-
1615343796.941458,2975,33627,5298,1434,17,60,-,-
1615343796.946749,4160,59900,5128,3389,6,60,2,0
1615343796.949644,2975,45229,5267,1434,17,60,-,-
1615343797.012925,2975,50607,5339,1434,17,60,-,-
1615343797.158743,2975,54955,5188,1434,17,60,-,-
1615343797.162551,2975,50592,5320,1434,17,60,-,-
1615343797.174600,2975,37956,5218,1434,17,60,-,-
1615343797.183326,2975,44597,5338,1434,17,60,-,-
1615343797.211764,2975,52458,5245,1434,17,60,-,-
1615343797.284889,2780,49665,5275,445,6,66,2,0
1615343797.360219,2975,34961,5197,1434,17,60,-,-
1615343797.422569,3256,45517,5210,22099,6,60,2,0
1615343797.441232,426,47394,5176,2907,6,60,2,0
1615343797.446297,1827,50101,5275,33899,6,60,2,0
1615343797.540836,2975,48049,5328,1434,17,60,-,-
1615343797.559491,2975,49074,5123,1434,17,60,-,-
1615343797.607421,4876,49431,5339,1433,6,60,2,0
1615343797.623019,3487,12709,5144,12195,6,60,2,0
1615343797.641485,2975,50734,5098,1434,17,60,-,-
1615343797.643138,2975,39715,5240,1434,17,60,-,-
1615343797.683161,2975,50341,5149,1434,17,60,-,-
1615343797.686795,2975,38506,5247,1434,17,60,-,-
1615343797.833936,2975,60364,5174,1434,17,60,-,-
1615343797.842205,3320,7406,5236,20000,6,60,2,0
1615343797.844519,614,51573,5131,45959,6,60,2,0
1615343797.867895,2975,33991,5321,1434,17,60,-,-
1615343797.868351,2975,44034,5349,1434,17,60,-,-
1615343797.880794,2975,59105,5236,1434,17,60,-,-
1615343797.907847,2975,42364,5287,1434,17,60,-,-
1615343797.928179,2975,54249,5337,1434,17,60,-,-
1615343797.939128,2638,1434,5282,4000,17,114,-,-
1615343797.964226,2975,54179,5327,1434,17,60,-,-
1615343797.989335,2975,51198,5323,1434,17,60,-,-
1615343797.991990,2975,45455,5248,1434,17,60,-,-
1615343798.087116,2975,33077,5181,1434,17,60,-,-
1615343798.268341,2975,35382,5110,1434,17,60,-,-
1615343798.270769,2975,49261,5271,1434,17,60,-,-
1615343798.353394,1175,20368,5150,4157,6,60,2,0
1615343798.357055,1936,43070,5152,1985,6,60,2,0
1615343798.360259,2975,45332,5348,1434,17,60,-,-
1615343798.362206,3491,25380,5155,9528,6,60,2,0
1615343798.366034,2975,39143,5221,1434,17,60,-,-
1615343798.371371,2098,47291,5263,131,6,60,2,0
1615343798.430511,2975,47221,5281,1434,17,60,-,-
1615343798.438490,3178,52480,5231,1434,17,60,-,-
1615343798.440799,4320,51737,5143,445,6,66,2,0
1615343798.494423,2975,52623,5258,1434,17,60,-,-
1615343798.516361,2975,40369,5290,1434,17,60,-,-
1615343798.526538,614,51573,5171,33890,6,60,2,0
1615343798.531405,2975,44380,5316,1434,17,60,-,-
1615343798.553505,4806,54763,5234,137,17,92,-,-
1615343798.553978,426,47394,5184,2744,6,60,2,0
1615343798.655220,4459,52769,5132,143,6,60,2,0
1615343798.658950,2975,60510,5141,1434,17,60,-,-
1615343798.670697,2975,42912,5232,1434,17,60,-,-
1615343798.726583,2975,60691,5284,1434,17,60,-,-
1615343798.781697,2975,44791,5180,1434,17,60,-,-
1615343798.836899,2975,43996,5330,1434,17,60,-,-
1615343798.873007,2975,50738,5156,1434,17,60,-,-
1615343798.913322,2975,43469,5143,1434,17,60,-,-
1615343798.972142,3483,30232,5133,9280,6,60,2,0
1615343799.018462,2975,35514,5132,1434,17,60,-,-
1615343799.033093,2098,47291,5310,131,6,60,2,0
1615343799.033611,2975,53452,5153,1434,17,60,-,-
1615343799.090789,4088,33156,5288,623,17,65,-,-
1615343799.098590,787,58144,5102,10001,6,60,2,0
1615343799.103207,1790,47155,5150,33983,6,60,2,0
1615343799.118169,2975,54246,5210,1434,17,60,-,-
1615343799.129311,2975,52417,5295,1434,17,60,-,-
1615343799.141845,2975,54571,5206,1434,17,60,-,-
1615343799.162131,2975,58161,5208,1434,17,60,-,-
1615343799.179598,2975,44319,5194,1434,17,60,-,-
1615343799.186932,2975,42750,5135,1434,17,60,-,-
1615343799.197492,2975,47364,5129,1434,17,60,-,-
1615343799.207399,2975,52545,5313,1434,17,60,-,-
1615343799.234885,2975,49412,5147,1434,17,60,-,-
1615343799.244055,2975,60816,5202,1434,17,60,-,-
1615343799.359325,4160,52674,5301,3389,6,60,2,0
1615343799.495224,2975,33572,5274,1434,17,60,-,-
1615343799.592665,3178,55301,5153,1434,17,60,-,-
1615343799.670158,3255,49529,5296,631,6,60,2,0
1615343799.683764,2975,44273,5126,1434,17,60,-,-
1615343799.754562,2975,35110,5277,1434,17,60,-,-
1615343799.826374,2975,46933,5318,1434,17,60,-,-
1615343799.840484,701,51166,5181,873,6,60,2,0
1615343799.850346,1667,11013,5294,53,17,70,-,-
1615343799.899699,3130,1664,5315,23,6,60,2,1
1615343799.926912,2975,50220,5276,1434,17,60,-,-
1615343799.956205,2975,59779,5324,1434,17,60,-,-
1615343799.993597,1491,8080,5170,1707,6,60,2,0
1615343800.006078,4459,38214,5162,143,6,60,2,0
1615343800.051116,2975,53541,5239,1434,17,60,-,-
1615343800.091321,2975,54972,5128,1434,17,60,-,-
1615343800.118996,2975,37340,5303,1434,17,60,-,-
1615343800.122004,979,1280,5338,445,6,66,2,0
1615343800.220604,2975,45062,5200,1434,17,60,-,-
1615343800.227235,1971,52215,5223,1433,6,60,2,0
1615343800.248607,3558,50047,5335,7681,6,60,2,0
1615343800.272838,2780,49665,5275,445,6,66,2,0
1615343800.362532,2975,59231,5214,1434,17,60,-,-
1615343800.383492,2975,52490,5219,1434,17,60,-,-
1615343800.402788,1366,38200,5211,2087,6,60,2,0
1615343800.449496,3493,18347,5118,12121,6,60,2,0
1615343800.543162,4590,14283,5180,23,6,60,2,1
1615343800.543316,2975,46547,5102,1434,17,60,-,-
1615343800.578920,426,47394,5260,778,6,60,2,0
1615343800.587601,426,47394,5345,1113,6,60,2,0
1615343800.662027,2975,47861,5278,1434,17,60,-,-
1615343800.662978,2975,33788,5204,1434,17,60,-,-
1615343800.718259,426,47394,5261,1273,6,60,2,0
1615343800.733159,3757,6784,5319,23,6,60,2,1
1615343800.747991,2975,39494,5265,1434,17,60,-,-
1615343800.874651,2975,55823,5113,1434,17,60,-,-
1615343800.890300,2975,37600,5259,1434,17,60,-,-
1615343800.976596,2975,58665,5225,1434,17,60,-,-
1615343801.023748,2975,45934,5146,1434,17,60,-,-
1615343801.031208,254,50100,5136,445,6,66,2,0
1615343801.045733,4684,45484,5322,5555,6,60,2,0
1615343801.141448,2975,40702,5285,1434,17,60,-,-
1615343801.149164,2975,38921,5289,1434,17,60,-,-
1615343801.181085,2776,62976,5236,445,6,66,2,0
1615343801.226063,2975,50456,5139,1434,17,60,-,-
1615343801.280413,2975,59943,5317,1434,17,60,-,-
1615343801.286997,2975,55240,5112,1434,17,60,-,-
1615343801.294604,426,47394,5326,2162,6,60,2,0
1615343801.324439,2975,36584,5173,1434,17,60,-,-
1615343801.394484,1767,60042,5329,135,6,60,2,0
1615343801.432833,4320,51737,5143,445,6,66,2,0
1615343801.434648,4459,39764,5280,143,6,60,2,0
1615343801.464532,2975,47232,5226,1434,17,60,-,-
1615343801.526069,2975,44992,5292,1434,17,60,-,-
1615343801.568829,2975,52702,5308,1434,17,60,-,-
1615343801.596888,2975,46404,5122,1434,17,60,-,-
1615343801.608917,4737,40307,5170,31059,6,60,2,0
1615343801.665297,426,47394,5105,2598,6,60,2,0
1615343801.753484,2975,36592,5268,1434,17,60,-,-
1615343801.779947,2975,47333,5315,1434,17,60,-,-
1615343801.795673,2975,45092,5182,1434,17,60,-,-
1615343801.810669,2975,37142,5114,1434,17,60,-,-
1615343801.820071,4036,12973,5148,445,6,66,2,0
1615343801.830375,3558,51742,5171,7681,6,60,2,0
1615343801.857723,2975,41687,5341,1434,17,60,-,-
1615343801.905290,3354,25581,5215,18008,6,60,2,0
1615343801.923358,3297,43181,5346,631,6,60,2,0
1615343801.925090,3178,51361,5314,1434,17,60,-,-
1615343801.926108,2975,36279,5307,1434,17,60,-,-
