ts,src_ip,src_port,dst_ip,dst_port,pck_len,tcp_flags
1615344145.7255619,1510,50697.0,5272,22.0,60,2.0
1615344145.787374,1805,53430.0,5264,3390.0,60,2.0
1615344145.807487,1804,44345.0,5295,14355.0,60,2.0
1615344145.827592,2776,59511.0,5161,445.0,66,2.0
1615344145.877815,426,47394.0,5123,1083.0,60,2.0
1615344146.08513,614,51573.0,5123,45443.0,60,2.0
1615344146.113543,3558,52202.0,5335,19337.0,60,2.0
1615344146.137403,1649,10507.0,5324,23.0,60,2.0
1615344146.310138,1804,44345.0,5203,14355.0,60,2.0
1615344146.3175619,1900,61875.0,5201,445.0,62,2.0
1615344146.3811462,637,47282.0,5318,2425.0,60,2.0
1615344146.423331,3746,56256.0,5212,26.0,60,2.0
1615344146.581651,4149,51868.0,5246,10443.0,60,2.0
1615344146.584394,3130,1664.0,5274,23.0,60,2.0
1615344146.622638,2804,46891.0,5300,23456.0,60,2.0
1615344146.627285,2804,44185.0,5346,23456.0,60,2.0
1615344146.7290552,1900,62260.0,5302,445.0,62,2.0
1615344146.78684,2804,41703.0,5240,88.0,60,2.0
1615344146.803577,2804,49659.0,5242,88.0,60,2.0
1615344147.029443,232,17854.0,5216,23.0,60,2.0
1615344147.10819,632,54903.0,5331,1428.0,60,2.0
1615344147.189601,3310,34798.0,5170,5938.0,60,2.0
1615344147.250607,2715,28206.0,5244,8888.0,60,2.0
1615344147.443202,426,47394.0,5220,730.0,60,2.0
1615344147.528128,426,47394.0,5304,1438.0,60,2.0
1615344147.528917,1805,53430.0,5208,3390.0,60,2.0
1615344147.603201,639,47159.0,5146,6663.0,60,2.0
1615344147.659083,1804,44345.0,5230,14355.0,60,2.0
1615344147.755541,614,51573.0,5205,10018.0,60,2.0
1615344147.758309,614,51573.0,5246,10018.0,60,2.0
1615344147.7786438,3143,2334.0,5346,5555.0,60,2.0
1615344147.800049,3596,41428.0,5331,631.0,60,2.0
1615344147.915172,2552,23130.0,5295,23.0,60,2.0
1615344148.022776,4320,60004.0,5138,445.0,66,2.0
1615344148.1966019,639,47159.0,5214,6670.0,60,2.0
1615344148.198823,2776,58151.0,5292,445.0,66,2.0
1615344148.213536,2804,21409.0,5317,23456.0,60,2.0
1615344148.245666,254,63865.0,5304,445.0,66,2.0
1615344148.246484,4674,42551.0,5150,14231.0,60,2.0
1615344148.274564,4320,60048.0,5285,445.0,66,2.0
1615344148.317256,426,47394.0,5289,577.0,60,2.0
1615344148.320899,4381,27733.0,5283,23.0,60,2.0
1615344148.3515449,2776,58649.0,5182,445.0,66,2.0
1615344148.364703,638,47100.0,5160,7327.0,60,2.0
1615344148.3965619,2804,51955.0,5200,88.0,60,2.0
1615344148.503586,3922,49279.0,5154,445.0,66,2.0
1615344148.532932,614,51573.0,5161,7752.0,60,2.0
1615344148.581143,641,47262.0,5177,1806.0,60,2.0
1615344148.599096,614,51573.0,5314,55509.0,60,2.0
1615344148.6235142,426,47394.0,5135,421.0,60,2.0
1615344148.659015,1900,65264.0,5191,445.0,62,2.0
1615344148.676795,637,47282.0,5347,2218.0,60,2.0
1615344148.683029,1252,26260.0,5152,27015.0,60,2.0
1615344148.817591,1276,18786.0,5348,23.0,60,2.0
1615344148.912008,1826,50481.0,5147,3402.0,60,2.0
1615344149.034806,614,51573.0,5161,10066.0,60,2.0
1615344149.14489,254,64135.0,5307,445.0,66,2.0
1615344149.156575,1826,50481.0,5192,3402.0,60,2.0
1615344149.242725,2879,30823.0,5241,26.0,60,2.0
1615344149.258781,614,51573.0,5310,45495.0,60,2.0
1615344149.270056,614,51573.0,5309,55509.0,60,2.0
1615344149.270575,614,51573.0,5222,55509.0,60,2.0
1615344149.293861,3496,1135.0,5174,45677.0,60,2.0
1615344149.367505,426,47394.0,5224,2020.0,60,2.0
1615344149.404991,3558,33809.0,5171,19337.0,60,2.0
1615344149.468549,632,54903.0,5314,1428.0,60,2.0
1615344149.47746,4674,42551.0,5201,14231.0,60,2.0
1615344149.770175,3346,24513.0,5263,10028.0,60,2.0
1615344149.848325,1804,44345.0,5319,14355.0,60,2.0
1615344150.0170789,1804,44345.0,5291,14355.0,60,2.0
1615344150.114618,1826,50481.0,5113,3402.0,60,2.0
1615344150.249361,426,47394.0,5154,2239.0,60,2.0
1615344150.273099,1082,63064.0,5249,12345.0,60,2.0
1615344150.448506,812,40279.0,5309,4102.0,60,2.0
1615344150.496006,3239,40810.0,5326,23.0,60,2.0
1615344150.571459,2059,53921.0,5245,4786.0,60,2.0
1615344150.6645849,426,47394.0,5173,2503.0,60,2.0
1615344150.7472892,1694,46883.0,5152,1433.0,60,2.0
1615344150.857489,1804,44345.0,5307,14355.0,60,2.0
1615344150.999953,2062,54106.0,5140,37777.0,60,2.0
1615344151.029889,614,51573.0,5200,45797.0,60,2.0
1615344151.117988,3343,46252.0,5106,9458.0,60,2.0
1615344151.2405288,254,63865.0,5304,445.0,66,2.0
1615344151.2977982,642,45199.0,5342,6390.0,60,2.0
1615344151.620636,3153,52001.0,5196,8009.0,60,2.0
1615344151.644191,2804,9677.0,5319,88.0,60,2.0
1615344151.702724,1804,44345.0,5297,14355.0,60,2.0
1615344151.741886,640,47186.0,5250,1042.0,60,2.0
1615344151.7419949,638,47100.0,5151,7240.0,60,2.0
1615344151.754282,2461,36143.0,5173,23.0,60,2.0
1615344151.8754358,426,47394.0,5276,1393.0,60,2.0
1615344151.898979,3922,49763.0,5182,445.0,66,2.0
1615344151.9754891,1367,5710.0,5180,2078.0,60,2.0
1615344151.991748,3343,38969.0,5325,9806.0,60,2.0
1615344152.038487,1804,44345.0,5294,14355.0,60,2.0
1615344152.14007,426,47394.0,5172,1202.0,60,2.0
1615344152.145479,254,64135.0,5307,445.0,66,2.0
1615344152.411405,3968,62665.0,5191,23.0,60,2.0
1615344152.419986,2236,45289.0,5262,23.0,60,2.0
1615344152.469175,614,51573.0,5173,33333.0,60,2.0
1615344152.482317,1210,54950.0,5312,4912.0,60,2.0
1615344152.522432,1826,50481.0,5172,3402.0,60,2.0
1615344152.523378,1826,50481.0,5228,3402.0,60,2.0
1615344152.525379,426,47394.0,5192,458.0,60,2.0
1615344152.546474,1804,44345.0,5306,14355.0,60,2.0
1615344152.90286,3453,13694.0,5272,6443.0,60,2.0
1615344152.995967,614,51573.0,5265,45658.0,60,2.0
1615344152.998156,643,47309.0,5209,8805.0,60,2.0
1615344153.018146,4158,57822.0,5204,80.0,60,2.0
1615344153.022976,426,47394.0,5286,2114.0,60,2.0
1615344153.028346,2804,22931.0,5322,23456.0,60,2.0
1615344153.068404,4840,2854.0,5193,23.0,60,2.0
1615344153.133423,1900,54550.0,5320,445.0,62,2.0
1615344153.360209,4224,45659.0,5324,1433.0,60,2.0
1615344153.415562,2776,56064.0,5261,445.0,66,2.0
1615344153.470361,1826,50481.0,5170,3402.0,60,2.0
1615344153.537832,426,47394.0,5234,2968.0,60,2.0
1615344153.557268,1804,44345.0,5279,14355.0,60,2.0
1615344153.6213632,2776,56680.0,5237,445.0,66,2.0
1615344153.62784,426,47394.0,5237,2482.0,60,2.0
1615344153.628592,2060,52667.0,5337,7001.0,60,2.0
1615344153.641945,2776,56802.0,5198,445.0,66,2.0
1615344153.769659,426,47394.0,5120,1940.0,60,2.0
1615344153.846793,1401,1621.0,5174,9028.0,60,2.0
1615344153.870898,2408,53901.0,5186,445.0,66,2.0
1615344154.04853,3449,28858.0,5350,5902.0,60,2.0
1615344154.051723,3153,52001.0,5178,8009.0,60,2.0
1615344154.064299,426,47394.0,5215,2017.0,60,2.0
1615344154.1463711,1388,24056.0,5209,9205.0,60,2.0
1615344154.2262552,426,47394.0,5243,2021.0,60,2.0
1615344154.266126,4128,29011.0,5233,50070.0,60,2.0
1615344154.491037,614,51573.0,5139,45443.0,60,2.0
1615344154.543081,1805,53430.0,5213,3390.0,60,2.0
1615344154.548064,635,57136.0,5245,1111.0,60,2.0
1615344154.55296,2776,59111.0,5141,445.0,66,2.0
1615344154.779669,390,41537.0,5344,2121.0,60,2.0
1615344154.867198,1900,57209.0,5180,445.0,62,2.0
1615344154.8811722,614,51573.0,5224,45594.0,60,2.0
1615344154.890241,614,51573.0,5203,10018.0,60,2.0
1615344154.908733,1826,50481.0,5297,3402.0,60,2.0
1615344154.920171,2285,9276.0,5231,445.0,60,2.0
1615344154.927451,614,51573.0,5288,45658.0,60,2.0
1615344154.96927,3666,33883.0,5196,8080.0,60,2.0
1615344155.0939429,614,51573.0,5227,55509.0,60,2.0
1615344155.412768,426,47394.0,5156,1111.0,60,2.0
1615344155.492591,1375,42856.0,5305,8880.0,60,2.0
1615344155.550612,4674,42551.0,5140,14231.0,60,2.0
1615344155.596552,1375,11927.0,5240,50995.0,60,2.0
1615344155.618129,1900,57880.0,5210,445.0,62,2.0
1615344155.6225278,1278,22234.0,5250,26.0,60,2.0
1615344155.717382,614,51573.0,5267,45495.0,60,2.0
1615344155.7220788,426,47394.0,5348,1193.0,60,2.0
1615344155.8178868,2484,42975.0,5160,1433.0,60,2.0
1615344155.865242,4159,44674.0,5163,1780.0,60,2.0
1615344156.0159981,1763,55836.0,5151,9042.0,60,2.0
1615344156.0556529,1900,58425.0,5310,445.0,62,2.0
1615344156.072683,4937,9600.0,5202,23.0,60,2.0
1615344156.252579,1804,44345.0,5334,14355.0,60,2.0
1615344156.294945,1375,6399.0,5205,51200.0,60,2.0
1615344156.298668,614,51573.0,5208,7752.0,60,2.0
1615344156.376659,426,47394.0,5111,2798.0,60,2.0
1615344156.4405699,632,54903.0,5336,1428.0,60,2.0
1615344156.555652,3486,10494.0,5186,12133.0,60,2.0
1615344156.683992,426,47394.0,5287,1161.0,60,2.0
1615344156.7736619,4674,42551.0,5239,14231.0,60,2.0
1615344156.80066,426,47394.0,5100,1928.0,60,2.0
1615344156.867955,2408,53901.0,5186,445.0,66,2.0
1615344156.942632,1369,18152.0,5191,60000.0,60,2.0
1615344157.0451481,426,47394.0,5243,2290.0,60,2.0
1615344157.0538812,2092,51016.0,5334,30083.0,60,2.0
1615344157.138586,4383,38239.0,5308,445.0,60,2.0
1615344157.222856,190,26699.0,5164,9200.0,60,2.0
1615344157.3716788,1039,7943.0,5253,23.0,60,2.0
1615344157.545292,839,46745.0,5189,80.0,60,2.0
1615344157.590898,614,51573.0,5263,7752.0,60,2.0
1615344157.592334,614,51573.0,5118,7752.0,60,2.0
1615344157.639485,1900,61749.0,5141,445.0,62,2.0
1615344157.6725528,426,47394.0,5204,296.0,60,2.0
1615344157.6756089,1805,53430.0,5234,3390.0,60,2.0
1615344157.689641,3278,56537.0,5231,14279.0,60,2.0
1615344157.693549,3153,52001.0,5270,8009.0,60,2.0
1615344157.7554722,426,47394.0,5180,800.0,60,2.0
1615344157.799085,426,47394.0,5202,1562.0,60,2.0
1615344157.812404,1768,60549.0,5142,11211.0,60,2.0
1615344157.986299,3473,65299.0,5110,9225.0,60,2.0
1615344158.078104,2804,26591.0,5167,88.0,60,2.0
1615344158.088875,3334,40434.0,5226,9238.0,60,2.0
1615344158.096257,614,51573.0,5147,10066.0,60,2.0
1615344158.1067939,1804,44345.0,5315,14355.0,60,2.0
1615344158.114287,226,48196.0,5189,7001.0,74,2.0
1615344158.117806,426,47394.0,5343,1251.0,60,2.0
1615344158.153764,614,51573.0,5207,45797.0,60,2.0
1615344158.178756,614,51573.0,5240,45700.0,60,2.0
1615344158.2973099,614,51573.0,5298,55509.0,60,2.0
1615344158.370034,4640,51038.0,5298,23.0,60,2.0
1615344158.443,1804,44345.0,5335,14355.0,60,2.0
1615344158.46188,614,51573.0,5140,45267.0,60,2.0
1615344158.615227,1768,60549.0,5143,11211.0,60,2.0
1615344158.679541,426,47394.0,5280,519.0,60,2.0
1615344158.733485,3341,6628.0,5347,222.0,60,2.0
1615344158.750867,3372,28520.0,5229,52029.0,60,2.0
1615344158.801723,632,54903.0,5315,1428.0,60,2.0
1615344158.802331,632,54903.0,5291,1428.0,60,2.0
1615344158.933269,642,45199.0,5278,63386.0,60,2.0
1615344158.94857,614,51573.0,5280,45543.0,60,2.0
1615344158.955447,614,51573.0,5307,45495.0,60,2.0
1615344158.963927,2057,51539.0,5231,8443.0,60,2.0
1615344159.015703,614,51573.0,5190,45443.0,60,2.0
1615344159.051967,1082,63064.0,5309,12345.0,60,2.0
1615344159.304916,426,47394.0,5112,1664.0,60,2.0
1615344159.323652,1491,8080.0,5322,1727.0,60,2.0
1615344159.446075,4400,33305.0,5163,2323.0,60,2.0
1615344159.4539552,614,51573.0,5270,45658.0,60,2.0
1615344159.4742448,4622,9851.0,5253,23.0,60,2.0
1615344159.4820962,1900,49702.0,5308,445.0,62,2.0
1615344159.498137,1900,49874.0,5344,445.0,62,2.0
1615344159.511636,2804,6215.0,5319,23456.0,60,2.0
1615344159.538635,4141,58220.0,5241,8880.0,60,2.0
1615344159.614913,2776,56210.0,5293,445.0,66,2.0
1615344159.6243231,1804,44345.0,5340,14355.0,60,2.0
1615344159.716443,1826,50481.0,5171,3402.0,60,2.0
1615344159.722464,2804,54019.0,5264,88.0,60,2.0
1615344159.815911,641,47262.0,5216,1806.0,60,2.0
1615344159.957659,1804,44345.0,5311,14355.0,60,2.0
1615344160.228048,614,51573.0,5200,33333.0,60,2.0
1615344160.242634,614,51573.0,5314,45543.0,60,2.0
1615344160.416965,122,48300.0,5234,9250.0,60,2.0
1615344160.6358302,1804,44345.0,5350,14355.0,60,2.0
1615344160.693826,614,51573.0,5156,45594.0,60,2.0
1615344160.738093,3350,40441.0,5191,18084.0,60,2.0
1615344160.843671,4684,44215.0,5344,5555.0,60,2.0
1615344160.8980632,614,51573.0,5167,55509.0,60,2.0
1615344160.899851,3455,40031.0,5107,5672.0,60,2.0
1615344160.970568,1900,51587.0,5243,445.0,62,2.0
1615344161.2245278,3456,54260.0,5134,8888.0,60,2.0
1615344161.30719,1804,44345.0,5213,14355.0,60,2.0
1615344161.441446,3604,59410.0,5344,631.0,60,2.0
1615344161.5606651,614,51573.0,5331,55509.0,60,2.0
1615344161.615311,4674,42551.0,5115,14231.0,60,2.0
1615344161.629937,1826,50481.0,5260,3402.0,60,2.0
1615344161.639373,3381,42113.0,5104,38593.0,60,2.0
1615344161.6912131,638,47100.0,5134,7070.0,60,2.0
1615344161.8150132,1804,44345.0,5309,14355.0,60,2.0
1615344161.9175901,614,51573.0,5118,10093.0,60,2.0
1615344161.9836712,614,51573.0,5235,45594.0,60,2.0
1615344162.030249,614,51573.0,5299,45658.0,60,2.0
1615344162.046776,426,47394.0,5301,174.0,60,2.0
1615344162.070144,637,47282.0,5201,2397.0,60,2.0
1615344162.190176,614,51573.0,5307,45247.0,60,2.0
1615344162.19271,614,51573.0,5337,45247.0,60,2.0
1615344162.252199,426,47394.0,5267,2136.0,60,2.0
1615344162.2649848,3278,56537.0,5104,14279.0,60,2.0
1615344162.2661,3278,56537.0,5123,14279.0,60,2.0
1615344162.2796268,2684,40605.0,5292,23.0,60,2.0
1615344162.28995,1900,53610.0,5197,445.0,62,2.0
1615344162.318752,1804,44345.0,5337,14355.0,60,2.0
1615344162.412541,3334,37202.0,5247,9260.0,60,2.0
1615344162.416352,2780,55870.0,5189,445.0,66,2.0
1615344162.564632,3153,52001.0,5250,8009.0,60,2.0
1615344162.587468,2776,64940.0,5138,445.0,66,2.0
1615344162.614873,2776,56210.0,5293,445.0,66,2.0
1615344162.6155438,614,51573.0,5188,45594.0,60,2.0
1615344162.648683,1900,54232.0,5246,445.0,62,2.0
1615344162.740055,4662,35763.0,5184,8080.0,60,2.0
1615344162.958826,4681,53933.0,5180,5555.0,60,2.0
1615344162.996175,1804,44345.0,5270,14355.0,60,2.0
1615344163.11142,1805,53430.0,5258,3390.0,60,2.0
1615344163.27141,614,51573.0,5182,10066.0,60,2.0
1615344163.283839,426,47394.0,5278,1059.0,60,2.0
1615344163.294718,640,47186.0,5334,1479.0,60,2.0
1615344163.448431,2776,51217.0,5306,445.0,66,2.0
1615344163.467608,614,51573.0,5288,45543.0,60,2.0
1615344163.607841,1986,51449.0,5220,23.0,60,2.0
1615344163.624907,4143,58445.0,5131,20249.0,60,2.0
1615344163.708474,2776,51982.0,5144,445.0,66,2.0
1615344163.717951,1376,28845.0,5313,2086.0,60,2.0
1615344163.748152,426,47394.0,5283,2580.0,60,2.0
1615344163.7761948,3153,52001.0,5279,8009.0,60,2.0
1615344163.779222,426,47394.0,5155,646.0,60,2.0
1615344163.86804,426,47394.0,5322,342.0,60,2.0
1615344163.880653,3278,56537.0,5139,14279.0,60,2.0
1615344163.899204,614,51573.0,5167,10066.0,60,2.0
1615344164.029299,3474,56593.0,5101,7348.0,60,2.0
1615344164.111998,972,58402.0,5101,23.0,60,2.0
1615344164.173523,1804,44345.0,5321,14355.0,60,2.0
1615344164.2314448,426,47394.0,5328,1996.0,60,2.0
1615344164.316133,614,51573.0,5301,45192.0,60,2.0
1615344164.31665,614,51573.0,5131,45192.0,60,2.0
1615344164.52516,1414,61718.0,5176,9748.0,60,2.0
1615344164.587472,426,47394.0,5301,2737.0,60,2.0
1615344164.6095212,2776,54702.0,5176,445.0,66,2.0
1615344164.6359231,614,51573.0,5199,45700.0,60,2.0
1615344164.701772,3369,41109.0,5329,39606.0,60,2.0
1615344164.722171,2776,54986.0,5273,445.0,66,2.0
1615344164.74247,1826,50481.0,5292,3402.0,60,2.0
1615344164.7638369,2804,61315.0,5253,88.0,60,2.0
1615344164.8227232,2776,55232.0,5343,445.0,66,2.0
1615344165.015369,1804,44345.0,5260,14355.0,60,2.0
1615344165.0246198,426,47394.0,5142,1687.0,60,2.0
1615344165.1405869,641,47262.0,5220,2153.0,60,2.0
1615344165.1979651,3376,44652.0,5330,40247.0,60,2.0
1615344165.2531052,635,57136.0,5258,1010.0,60,2.0
1615344165.2636778,3289,54192.0,5122,631.0,60,2.0
1615344165.284466,614,51573.0,5213,45700.0,60,2.0
1615344165.3661,1900,57474.0,5199,445.0,62,2.0
1615344165.454527,2776,57479.0,5173,445.0,66,2.0
1615344165.524183,1804,44345.0,5327,14355.0,60,2.0
1615344165.575056,426,47394.0,5271,2968.0,60,2.0
1615344165.579374,2776,64940.0,5138,445.0,66,2.0
1615344165.6997962,632,54903.0,5295,1428.0,60,2.0
1615344165.788152,426,47394.0,5259,550.0,60,2.0
1615344165.869192,426,47394.0,5176,558.0,60,2.0
1615344165.8716712,3542,63362.0,5226,554.0,60,2.0
1615344165.908973,2297,40674.0,5169,445.0,60,2.0
1615344165.9284391,638,47100.0,5132,7288.0,60,2.0
1615344166.001758,3431,44546.0,5333,9999.0,74,2.0
1615344166.023297,2097,59209.0,5248,32497.0,60,2.0
1615344166.065878,614,51573.0,5308,55509.0,60,2.0
1615344166.151526,1541,20270.0,5216,3306.0,60,2.0
1615344166.203783,2776,59905.0,5189,445.0,66,2.0
1615344166.21001,1826,50481.0,5253,3402.0,60,2.0
1615344166.225866,2804,40781.0,5326,23456.0,60,2.0
1615344166.3381689,2065,64791.0,5205,8888.0,60,2.0
1615344166.362619,3556,44199.0,5335,38104.0,60,2.0
1615344166.396586,2804,8885.0,5134,88.0,60,2.0
1615344166.412265,2804,59633.0,5292,88.0,60,2.0
1615344166.420438,2804,41899.0,5307,88.0,60,2.0
1615344166.523797,614,51573.0,5144,7752.0,60,2.0
1615344166.5323439,1804,44345.0,5262,14355.0,60,2.0
1615344166.566992,614,51573.0,5175,33333.0,60,2.0
1615344166.593472,3758,1538.0,5207,23.0,60,2.0
1615344166.800283,2776,61499.0,5260,445.0,66,2.0
1615344166.860497,4249,65167.0,5253,26.0,60,2.0
1615344166.944654,426,47394.0,5112,1178.0,60,2.0
1615344166.958876,1826,50481.0,5305,3402.0,60,2.0
1615344167.0064561,4353,3036.0,5335,23.0,60,2.0
1615344167.0404289,1804,44345.0,5191,14355.0,60,2.0
1615344167.13482,2776,62891.0,5145,445.0,66,2.0
1615344167.221682,3278,56537.0,5149,14279.0,60,2.0
1615344167.246067,3557,34872.0,5335,63115.0,60,2.0
1615344167.299514,3494,62002.0,5205,9904.0,60,2.0
1615344167.320538,3233,26563.0,5317,8080.0,60,2.0
1615344167.3748732,1804,44345.0,5268,14355.0,60,2.0
1615344167.3778222,426,47394.0,5241,131.0,60,2.0
1615344167.401043,3153,52001.0,5226,8009.0,60,2.0
1615344167.592465,426,47394.0,5232,1451.0,60,2.0
1615344167.702736,254,52062.0,5200,445.0,66,2.0
1615344167.787538,635,57136.0,5250,1111.0,60,2.0
1615344167.8168359,614,51573.0,5129,7752.0,60,2.0
1615344167.878977,637,47282.0,5099,2279.0,60,2.0
1615344167.882936,1804,44345.0,5349,14355.0,60,2.0
1615344167.925499,3648,40011.0,5335,80.0,60,2.0
1615344167.9265869,179,29570.0,5322,45562.0,74,2.0
1615344167.9307961,3958,42250.0,5343,22.0,60,2.0
1615344168.063076,2804,63061.0,5182,88.0,60,2.0
1615344168.122783,632,54903.0,5309,1428.0,60,2.0
1615344168.272451,237,46746.0,5185,23.0,60,2.0
1615344168.555153,614,51573.0,5265,45230.0,60,2.0
1615344168.557122,1804,44345.0,5303,14355.0,60,2.0
1615344168.559793,2776,51136.0,5305,445.0,66,2.0
1615344168.6137712,426,47394.0,5224,2063.0,60,2.0
1615344168.640718,426,47394.0,5152,1165.0,60,2.0
1615344168.6660109,1826,50481.0,5119,3402.0,60,2.0
1615344168.723123,614,51573.0,5223,45192.0,60,2.0
1615344168.772819,426,47394.0,5293,2791.0,60,2.0
1615344168.773675,1276,18786.0,5190,26.0,60,2.0
1615344168.858026,3556,35141.0,5171,38104.0,60,2.0
1615344168.883022,3648,40011.0,5316,80.0,60,2.0
1615344168.908216,643,47309.0,5259,8831.0,60,2.0
1615344168.922252,3347,13361.0,5242,50000.0,60,2.0
1615344168.926089,179,29570.0,5322,45562.0,74,2.0
1615344169.0095642,614,51573.0,5234,10018.0,60,2.0
1615344169.064103,1804,44345.0,5282,14355.0,60,2.0
1615344169.186549,614,51573.0,5272,55509.0,60,2.0
1615344169.3373199,2410,36952.0,5301,445.0,66,2.0
1615344169.379242,3557,57838.0,5171,63115.0,60,2.0
1615344169.399111,1804,44345.0,5318,14355.0,60,2.0
1615344169.42401,2776,53699.0,5129,445.0,66,2.0
1615344169.473115,2969,14255.0,5205,8081.0,60,2.0
1615344169.54647,2776,54002.0,5178,445.0,66,2.0
1615344169.691233,2804,18407.0,5223,88.0,60,2.0
1615344169.705567,614,51573.0,5283,45658.0,60,2.0
1615344169.70948,642,45199.0,5120,8392.0,60,2.0
1615344169.762533,614,51573.0,5236,7752.0,60,2.0
1615344169.762559,614,51573.0,5146,7752.0,60,2.0
1615344169.907531,1804,44345.0,5322,14355.0,60,2.0
1615344170.003174,2776,55311.0,5152,445.0,66,2.0
1615344170.1029391,640,47186.0,5248,1026.0,60,2.0
1615344170.1359642,3751,46552.0,5340,1433.0,60,2.0
1615344170.145697,426,47394.0,5131,2524.0,60,2.0
1615344170.194083,1826,50481.0,5177,3402.0,60,2.0
1615344170.399589,632,54903.0,5306,1428.0,60,2.0
1615344170.464705,614,51573.0,5160,33333.0,60,2.0
1615344170.58571,2066,56494.0,5138,443.0,60,2.0
1615344170.6528132,3257,42729.0,5321,28427.0,60,2.0
1615344170.722627,4329,28698.0,5102,445.0,66,2.0
1615344170.750129,1826,50481.0,5145,3402.0,60,2.0
1615344170.88551,4712,43152.0,5294,4243.0,60,2.0
1615344170.926128,179,29570.0,5322,45562.0,74,2.0
1615344171.007867,614,51573.0,5276,45658.0,60,2.0
1615344171.064086,3153,52001.0,5234,8009.0,60,2.0
1615344171.0675259,3082,53471.0,5146,5555.0,60,2.0
1615344171.067544,614,51573.0,5269,7752.0,60,2.0
1615344171.126385,3596,50417.0,5338,631.0,60,2.0
1615344171.213723,614,51573.0,5121,45443.0,60,2.0
1615344171.3214982,2804,32159.0,5297,88.0,60,2.0
1615344171.334183,4674,42551.0,5276,14231.0,60,2.0
1615344171.344879,2804,53413.0,5153,88.0,60,2.0
1615344171.3853712,667,21530.0,5214,23.0,60,2.0
1615344171.522474,1368,27909.0,5232,8080.0,60,2.0
1615344171.5554,1900,52341.0,5163,445.0,62,2.0
1615344171.718236,614,51573.0,5156,7752.0,60,2.0
1615344171.890274,2096,20361.0,5143,443.0,60,2.0
1615344171.894862,1900,53221.0,5202,445.0,62,2.0
1615344171.900095,642,45199.0,5294,63383.0,60,2.0
1615344172.010329,1900,53743.0,5328,445.0,62,2.0
1615344172.0147321,2776,62548.0,5242,445.0,66,2.0
1615344172.052546,426,47394.0,5119,753.0,60,2.0
1615344172.060049,3344,19901.0,5160,21325.0,60,2.0
1615344172.2855759,614,51573.0,5321,45658.0,60,2.0
1615344172.3257241,1900,54382.0,5324,445.0,62,2.0
1615344172.340884,614,51573.0,5114,7752.0,60,2.0
1615344172.3434482,2410,36952.0,5301,445.0,66,2.0
1615344172.399901,4320,62342.0,5317,445.0,66,2.0
1615344172.519514,426,47394.0,5345,787.0,60,2.0
1615344172.5468051,2776,54002.0,5178,445.0,66,2.0
1615344172.5783,2203,22330.0,5177,23.0,60,2.0
1615344172.6265788,3315,45990.0,5190,21.0,60,2.0
1615344172.786021,3648,40011.0,5212,80.0,60,2.0
1615344172.817586,2771,41887.0,5339,6379.0,74,2.0
1615344172.90028,2589,55822.0,5272,445.0,66,2.0
1615344172.944191,2804,40735.0,5148,88.0,60,2.0
1615344173.014609,614,51573.0,5124,7752.0,60,2.0
1615344173.0588212,1082,63064.0,5318,12345.0,60,2.0
1615344173.0708802,254,53148.0,5245,445.0,66,2.0
1615344173.177445,1936,43070.0,5164,1985.0,60,2.0
1615344173.2780778,1804,44345.0,5278,14355.0,60,2.0
1615344173.3770401,1377,38243.0,5276,11211.0,60,2.0
1615344173.428429,614,51573.0,5168,55865.0,60,2.0
1615344173.635793,638,47100.0,5166,7022.0,60,2.0
1615344173.660578,3334,48561.0,5181,9349.0,60,2.0
1615344173.708008,254,53385.0,5332,445.0,66,2.0
1615344173.796975,614,51573.0,5141,45443.0,60,2.0
1615344173.819006,2771,41887.0,5339,6379.0,74,2.0
1615344173.823724,2771,40105.0,5339,1433.0,74,2.0
1615344173.903626,614,51573.0,5303,45192.0,60,2.0
1615344174.01051,426,47394.0,5112,1927.0,60,2.0
1615344174.011092,1763,55836.0,5126,9042.0,60,2.0
1615344174.023049,426,47394.0,5304,2679.0,60,2.0
1615344174.067301,2338,6527.0,5205,81.0,60,2.0
1615344174.0749712,3648,40011.0,5257,80.0,60,2.0
1615344174.3396368,614,51573.0,5194,33333.0,60,2.0
1615344174.445974,4737,40307.0,5173,31059.0,60,2.0
1615344174.590897,426,47394.0,5185,1381.0,60,2.0
1615344174.682197,1900,58291.0,5124,445.0,62,2.0
1615344174.826046,2771,40105.0,5339,1433.0,74,2.0
1615344174.870933,614,51573.0,5196,45700.0,60,2.0
1615344174.926234,179,29570.0,5322,45562.0,74,2.0
1615344174.936556,614,51573.0,5173,7752.0,60,2.0
1615344174.969214,4641,59138.0,5101,2323.0,60,2.0
1615344174.981126,426,47394.0,5110,2004.0,60,2.0
1615344175.095075,632,54903.0,5350,1428.0,60,2.0
1615344175.1104028,1900,58677.0,5306,445.0,62,2.0
1615344175.1962118,614,51573.0,5244,45192.0,60,2.0
1615344175.263663,643,47309.0,5335,8664.0,60,2.0
1615344175.346611,1900,59688.0,5255,445.0,62,2.0
1615344175.376827,614,51573.0,5153,10093.0,60,2.0
1615344175.541992,4683,42853.0,5259,11211.0,60,2.0
1615344175.547453,426,47394.0,5106,1109.0,60,2.0
1615344175.645139,4158,37934.0,5156,80.0,60,2.0
1615344175.679782,426,47394.0,5300,1235.0,60,2.0
1615344175.773701,3609,36126.0,5270,443.0,60,2.0
1615344175.841484,2589,55822.0,5272,445.0,66,2.0
