ts,src_ip,src_port,dst_ip,dst_port,pck_len,user,num_attack,first_port_scan,ip_diff,port_diff,range_ip,range_port,ip_medium,ip_std,port_medium,port_std,pck_medium,pck_std
1615344312.3687608,1476,5072.0,5175,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.36891,1476,5072.0,5176,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369005,1476,5072.0,5177,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369133,1476,5072.0,5178,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369225,1476,5072.0,5179,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369341,1476,5072.0,5180,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369406,1476,5072.0,5181,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369519,1476,5072.0,5182,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.369561,1476,5072.0,5183,24626.0,455,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3697472,1476,5072.0,5185,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3697698,1476,5072.0,5184,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.36996,1476,5072.0,5186,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370055,1476,5072.0,5187,24626.0,455,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370069,1476,5072.0,5188,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370265,1476,5072.0,5189,24626.0,455,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.37036,1476,5072.0,5190,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370373,1476,5072.0,5191,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370598,1476,5072.0,5192,24626.0,456,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370679,1476,5072.0,5194,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370714,1476,5072.0,5193,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3708868,1476,5072.0,5196,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.370917,1476,5072.0,5195,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371089,1476,5072.0,5197,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371189,1476,5072.0,5198,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3712964,1476,5072.0,5199,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371377,1476,5072.0,5200,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371537,1476,5072.0,5201,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3716419,1476,5072.0,5202,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3716538,1476,5072.0,5203,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371769,1476,5072.0,5204,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371935,1476,5072.0,5205,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.371999,1476,5072.0,5206,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372151,1476,5072.0,5207,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372256,1476,5072.0,5208,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372352,1476,5072.0,5209,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372459,1476,5072.0,5210,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372585,1476,5072.0,5211,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372668,1476,5072.0,5213,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372676,1476,5072.0,5212,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372784,1476,5072.0,5214,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.372993,1476,5072.0,5215,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373102,1476,5072.0,5216,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373125,1476,5072.0,5217,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3733358,1476,5072.0,5218,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373431,1476,5072.0,5220,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373434,1476,5072.0,5219,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373528,1476,5072.0,5221,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373613,1476,5072.0,5222,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373857,1476,5072.0,5223,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.373934,1476,5072.0,5224,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374063,1476,5072.0,5225,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374159,1476,5072.0,5227,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374172,1476,5072.0,5226,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374358,1476,5072.0,5228,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374469,1476,5072.0,5229,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374577,1476,5072.0,5230,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374582,1476,5072.0,5231,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374668,1476,5072.0,5232,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374878,1476,5072.0,5233,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.374963,1476,5072.0,5234,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.375027,1476,5072.0,5235,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.375098,1476,5072.0,5236,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3751938,1476,5072.0,5237,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3754652,1476,5072.0,5238,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.375508,1476,5072.0,5239,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.375625,1476,5072.0,5240,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3757071,1476,5072.0,5241,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.375896,1476,5072.0,5242,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.375896,1476,5072.0,5243,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3759902,1476,5072.0,5244,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.376134,1476,5072.0,5245,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.376174,1476,5072.0,5246,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.376312,1476,5072.0,5247,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.376443,1476,5072.0,5248,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.396574,1476,5072.0,5249,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.396609,1476,5072.0,5250,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.396739,1476,5072.0,5251,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3969214,1476,5072.0,5252,24626.0,456,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397066,1476,5072.0,5253,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397146,1476,5072.0,5254,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397361,1476,5072.0,5255,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397556,1476,5072.0,5256,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397661,1476,5072.0,5258,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397743,1476,5072.0,5257,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.397985,1476,5072.0,5261,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398071,1476,5072.0,5259,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3981528,1476,5072.0,5260,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398215,1476,5072.0,5263,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3983,1476,5072.0,5262,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.3983,1476,5072.0,5264,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398428,1476,5072.0,5265,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398642,1476,5072.0,5266,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398842,1476,5072.0,5267,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398924,1476,5072.0,5269,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.398942,1476,5072.0,5268,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399037,1476,5072.0,5271,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399124,1476,5072.0,5270,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399128,1476,5072.0,5272,24626.0,456,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399364,1476,5072.0,5274,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399577,1476,5072.0,5273,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399647,1476,5072.0,5275,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399696,1476,5072.0,5277,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399734,1476,5072.0,5276,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.399901,1476,5072.0,5279,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400005,1476,5072.0,5280,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400023,1476,5072.0,5278,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4002118,1476,5072.0,5281,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4002118,1476,5072.0,5282,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4003599,1476,5072.0,5283,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400465,1476,5072.0,5284,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4006279,1476,5072.0,5285,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400666,1476,5072.0,5286,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400725,1476,5072.0,5287,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400916,1476,5072.0,5288,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.400944,1476,5072.0,5289,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401144,1476,5072.0,5290,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401155,1476,5072.0,5291,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401375,1476,5072.0,5292,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401483,1476,5072.0,5294,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401483,1476,5072.0,5293,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4015882,1476,5072.0,5295,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401784,1476,5072.0,5296,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401908,1476,5072.0,5298,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.401908,1476,5072.0,5297,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.402085,1476,5072.0,5299,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.40219,1476,5072.0,5300,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.402223,1476,5072.0,5301,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.402301,1476,5072.0,5302,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.402417,1476,5072.0,5303,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.402657,1476,5072.0,5304,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.402714,1476,5072.0,5305,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.40274,1476,5072.0,5306,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4029288,1476,5072.0,5307,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403051,1476,5072.0,5308,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403166,1476,5072.0,5309,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403185,1476,5072.0,5310,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403351,1476,5072.0,5311,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403459,1476,5072.0,5312,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403579,1476,5072.0,5313,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403683,1476,5072.0,5314,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4037411,1476,5072.0,5315,24626.0,461,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4039009,1476,5072.0,5317,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.403942,1476,5072.0,5316,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404006,1476,5072.0,5318,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404203,1476,5072.0,5319,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4043212,1476,5072.0,5320,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404332,1476,5072.0,5321,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404599,1476,5072.0,5322,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4046268,1476,5072.0,5323,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404727,1476,5072.0,5324,24626.0,457,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404838,1476,5072.0,5326,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404865,1476,5072.0,5325,24626.0,456,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.404975,1476,5072.0,5327,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.405179,1476,5072.0,5328,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.405279,1476,5072.0,5329,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.405373,1476,5072.0,5330,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.405474,1476,5072.0,5331,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4056132,1476,5072.0,5332,24626.0,459,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.40571,1476,5072.0,5333,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.405824,1476,5072.0,5334,24626.0,458,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.405831,1476,5072.0,5335,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4060054,1476,5072.0,5336,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.406178,1476,5072.0,5338,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.406265,1476,5072.0,5339,24626.0,456,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4063132,1476,5072.0,5337,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.4064689,1476,5072.0,5340,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
1615344312.406588,1476,5072.0,5341,24626.0,460,1140,253,24626.0,253,1,252,0,5224.0,73.03423854604085,24626.0,0.0,458.7905138339921,1.4715983529004146
